property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime
PROP-460BD2EF6CE7,9.5,550.0,2.0,0.833,0.5,1.01,23.1,0.0,0.0,0.0,27.78,5.28,0.226,0.282,0.151,0.0,2.3514,6.3117,0.6981,0.0,3.3597,1.8374,0.2038,0.2484,0.1406,Delhi_Sewak Park,Declining
PROP-2B38961974B3,9.5,445.0,2.0,0.833,0.5,1.01,23.1,0.0,3.98,1.24,27.78,5.28,0.226,0.282,0.151,0.0,2.3514,6.1003,0.6981,0.0,3.3597,1.8374,0.2038,0.2484,0.1406,Delhi_Sewak Park,Stable
PROP-981F49F10623,9.5,416.67,1.0,0.833,0.5,0.606,20.3,0.0,2.22,1.67,16.67,1.2545,0.106,0.574,0.225,0.0,2.3514,6.0347,0.4737,0.0,2.8719,0.8129,0.1007,0.4536,0.2029,Delhi_Wazirabad,Stable
PROP-6A4739EA54F0,9.5,280.0,1.0,0.833,0.5,1.091,17.3,4.0,10.55,3.0,30.0,6.7059,0.361,0.097,0.075,0.0,2.3514,5.6384,0.7376,1.6094,3.434,2.042,0.3082,0.0926,0.0723,Delhi_Sector 16 Rohini,Growth
PROP-C87384CAF7AE,9.5,288.0,0.4,0.833,0.5,1.323,29.6,2.0,5.52,-0.37,36.39,0.191,0.362,0.21,0.65,1.0,2.3514,5.6664,0.8429,1.0986,3.6214,0.1748,0.309,0.1906,0.5008,Delhi_Mukherjee Nagar,Growth
PROP-7229DED203AA,9.5,405.0,0.75,0.833,0.5,0.323,5.5,0.0,8.67,1.97,8.89,0.6,0.087,0.101,0.187,0.0,2.3514,6.0064,0.2799,0.0,2.2915,0.47,0.0834,0.0962,0.1714,Delhi_Budh Vihar,Growth
PROP-EDCF31724A30,9.5,178.0,0.5,0.833,0.5,0.455,7.6,0.0,2.22,1.67,12.5,2.6667,0.084,0.132,0.211,0.0,2.3514,5.1874,0.375,0.0,2.6027,1.2993,0.0807,0.124,0.1914,Delhi_Burari,Stable
PROP-8BA0D544D49D,9.5,280.0,1.0,0.833,0.5,1.818,9.6,0.0,8.27,1.88,50.0,3.0,0.123,0.088,0.357,0.0,2.3514,5.6384,1.036,0.0,3.9318,1.3863,0.116,0.0843,0.3053,Delhi_Sector 8 Rohini,Growth
PROP-EB70ADED95C3,9.5,165.0,0.5,0.997,0.0,1.01,25.0,0.0,10.55,3.0,27.78,18.8571,0.29,0.26,0.348,0.0,2.3514,5.112,0.6981,0.0,3.3597,2.9886,0.2546,0.2311,0.2986,Delhi_Khera Khurd,Growth
PROP-68DC1E0D614A,9.5,150.0,0.67,0.833,0.5,1.01,4.7,0.0,0.0,0.0,27.78,4.0615,0.081,0.099,0.156,0.0,2.3514,5.0173,0.6981,0.0,3.3597,1.6217,0.0779,0.0944,0.145,Delhi_Gokalpur,Declining
PROP-24202C129204,9.5,339.0,1.0,0.833,0.5,0.909,23.3,5.0,0.0,2.15,25.0,2.15,0.204,0.108,0.208,1.0,2.3514,5.8289,0.6466,1.7918,3.2581,1.1474,0.1856,0.1026,0.189,Delhi_Sector 24 Rohini,Declining
PROP-3BCBCA8109BD,9.5,375.0,1.0,0.833,1.0,1.01,30.8,0.0,2.43,-1.05,27.78,13.3333,0.243,0.252,0.77,0.0,2.3514,5.9296,0.6981,0.0,3.3597,2.6626,0.2175,0.2247,0.571,Delhi_Mehrauli,Stable
PROP-4CD39F7589D6,9.5,225.0,1.0,0.833,0.5,0.488,2.5,0.0,8.38,2.6,13.41,2.55,0.093,0.083,0.122,0.0,2.3514,5.4205,0.3974,0.0,2.6679,1.2669,0.0889,0.0797,0.1151,Delhi_Nangloi,Growth
PROP-5B02BAD0FBAB,9.5,210.0,1.0,0.833,0.0,1.111,19.2,2.0,8.67,1.97,30.54,72.4638,0.15,0.397,0.186,1.0,2.3514,5.3519,0.7472,1.0986,3.4513,4.2968,0.1398,0.3343,0.1706,Delhi_Jasola,Growth
PROP-97A540820529,9.5,460.0,2.0,0.833,0.5,0.873,19.4,0.0,0.0,0.0,24.0,5.4857,0.273,0.143,0.156,0.0,2.3514,6.1334,0.6275,0.0,3.2189,1.8696,0.2414,0.1337,0.145,Delhi_Tilak Nagar,Declining
PROP-6998C3C1CE18,9.5,180.0,0.5,0.833,0.5,0.898,26.3,3.0,11.19,2.24,24.69,3.6,0.547,0.135,0.097,0.0,2.3514,5.1985,0.6408,1.3863,3.2461,1.5261,0.4363,0.1266,0.0926,Delhi_Shahdara,Growth
PROP-117CBD2A0D7A,9.5,450.0,2.0,0.833,0.5,1.01,23.1,0.0,5.52,-0.37,27.78,6.6835,0.226,0.282,0.151,0.0,2.3514,6.1115,0.6981,0.0,3.3597,2.0391,0.2038,0.2484,0.1406,Delhi_Sewak Park,Growth
PROP-960842B906B3,9.5,400.0,0.75,0.833,0.5,0.727,38.7,3.0,0.0,1.78,20.0,16.4571,0.292,0.569,0.427,0.0,2.3514,5.994,0.5464,1.3863,3.0445,2.8597,0.2562,0.4504,0.3556,Delhi_Model Town,Declining
PROP-799B06DB5A35,9.5,500.0,1.0,0.833,0.75,2.159,45.2,0.0,9.57,2.84,59.38,3.0,0.367,0.805,1.239,0.0,2.3514,6.2166,1.1503,0.0,4.1007,1.3863,0.3126,0.5906,0.806,Delhi_Safdarjung Enclave,Growth
PROP-B6B3F36ED978,9.5,550.0,1.5,0.833,0.0,1.128,30.5,0.0,0.0,2.06,31.01,2.9571,0.275,0.443,0.108,0.0,2.3514,6.3117,0.7552,0.0,3.466,1.3755,0.2429,0.3667,0.1026,Delhi_Sector 13 Rohini,Declining
PROP-D8253EB4AC8F,9.5,225.0,1.0,0.833,0.75,1.01,28.4,2.0,2.34,2.09,27.78,18.8571,0.277,0.335,0.257,1.0,2.3514,5.4205,0.6981,1.0986,3.3597,2.9886,0.2445,0.2889,0.2287,Delhi_Jaitpur,Stable
PROP-3FA2B8C7F0E7,9.5,344.0,1.0,0.833,0.5,0.545,29.5,3.0,8.27,1.88,15.0,7.5,0.622,0.215,0.158,0.0,2.3514,5.8435,0.435,1.3863,2.7726,2.1401,0.4837,0.1947,0.1467,Delhi_Mayur Vihar Phase 3,Growth
PROP-DC53B5E472A1,9.5,450.0,1.0,0.833,0.222,1.01,28.1,0.0,8.67,1.97,27.78,1.76,0.332,0.402,0.195,0.0,2.3514,6.1115,0.6981,0.0,3.3597,1.0152,0.2867,0.3379,0.1781,Delhi_Gazipur,Growth
PROP-B7C9C7CC3779,9.5,383.33,1.0,0.833,0.5,1.01,33.6,0.0,7.81,1.6,27.78,2.112,0.404,0.208,0.357,0.0,2.3514,5.9515,0.6981,0.0,3.3597,1.1353,0.3393,0.189,0.3053,Delhi_Mayur Vihar Ii,Growth
PROP-250622635EFD,9.5,550.0,2.0,0.833,0.25,0.667,16.3,0.0,12.11,2.67,18.33,3.0,0.29,0.124,0.147,0.0,2.3514,6.3117,0.511,0.0,2.9617,1.3863,0.2546,0.1169,0.1371,Delhi_Palam,Growth
PROP-0250141F812D,9.5,300.0,1.0,0.833,1.0,0.808,26.0,0.0,8.38,2.6,22.22,3.75,0.127,1.425,0.335,0.0,2.3514,5.7071,0.5922,0.0,3.145,1.5581,0.1196,0.8858,0.2889,Delhi_Khirki Extension,Growth
PROP-FBE3EEC98283,9.5,600.0,1.5,0.833,0.5,0.776,16.4,0.0,2.43,-1.05,21.33,3.5077,0.199,0.184,0.116,0.0,2.3514,6.3986,0.5744,0.0,3.1059,1.5058,0.1815,0.1689,0.1098,Delhi_Mahavir Enclave,Stable
PROP-54F192FF7605,9.5,300.0,0.6,0.833,0.667,0.717,17.5,0.0,8.16,1.94,19.71,1.0435,0.207,0.281,0.086,0.0,2.3514,5.7071,0.5406,0.0,3.0306,0.7147,0.1881,0.2476,0.0825,Delhi_Tri Nagar,Growth
PROP-F2DC6DA78555,9.5,466.67,1.0,0.833,0.0,1.061,24.5,5.0,0.0,0.0,29.17,4.0909,0.234,0.126,0.158,1.0,2.3514,6.1478,0.7232,1.7918,3.4068,1.6275,0.2103,0.1187,0.1467,Delhi_Pitampura,Declining
PROP-9B2DA08A0EF3,9.5,90.0,0.3,0.833,0.5,1.01,27.0,3.0,12.11,2.67,27.78,1.76,0.292,0.302,0.17,0.0,2.3514,4.5109,0.6981,1.3863,3.3597,1.0152,0.2562,0.2639,0.157,Delhi_Sagar Pur,Growth
PROP-5DA096198089,9.5,37.5,0.25,0.833,0.5,1.01,3.0,0.0,2.34,2.09,27.78,2.64,0.071,0.052,0.119,0.0,2.3514,3.6507,0.6981,0.0,3.3597,1.292,0.0686,0.0507,0.1124,Delhi_Old Delhi,Stable
PROP-971F60B3B92C,9.5,275.0,1.0,0.909,0.5,0.727,36.9,0.0,7.81,1.6,20.0,5.9995,0.317,1.212,0.151,0.0,2.3514,5.6204,0.5464,0.0,3.0445,1.9458,0.2754,0.7939,0.1406,Delhi_Dwarka Mor,Growth
PROP-38DCE0D49D38,9.5,405.0,2.0,0.833,0.5,1.111,7.4,0.0,8.16,1.94,30.56,4.2857,0.095,0.104,0.096,0.0,2.3514,6.0064,0.7472,0.0,3.4519,1.665,0.0908,0.0989,0.0917,Delhi_Paschim Vihar,Growth
PROP-580709C8DBB3,9.5,260.0,1.0,1.0,0.5,1.01,11.4,0.0,9.57,2.84,27.78,58.6667,0.073,0.139,0.066,0.0,2.3514,5.5645,0.6981,0.0,3.3597,4.0888,0.0705,0.1302,0.0639,Delhi_Nangli Sakrawati,Growth
PROP-451F92303EEA,9.5,350.0,0.75,0.833,0.5,1.01,0.8,0.0,0.0,2.06,27.78,1.76,0.041,0.045,0.067,0.0,2.3514,5.8608,0.6981,0.0,3.3597,1.0152,0.0402,0.044,0.0649,Delhi_South Extension I,Declining
PROP-C1FEF6C68486,9.5,112.5,0.5,1.0,0.5,0.909,18.9,0.0,8.16,1.94,25.0,3.0682,0.207,0.284,0.229,0.0,2.3514,4.7318,0.6466,0.0,3.2581,1.4032,0.1881,0.25,0.2062,Delhi_Krishna Nagar,Growth
PROP-4777FDD87DFE,9.5,225.0,1.0,0.833,0.5,1.01,3.6,0.0,7.81,1.6,27.78,14.6667,0.087,0.085,0.075,0.0,2.3514,5.4205,0.6981,0.0,3.3597,2.7515,0.0834,0.0816,0.0723,Delhi_Alipur Village,Growth
PROP-F1256A31867E,9.5,621.25,1.0,0.833,0.722,0.808,6.1,0.0,7.81,1.6,22.22,1.2923,0.12,0.097,0.066,0.0,2.3514,6.4333,0.5922,0.0,3.145,0.8296,0.1133,0.0926,0.0639,Delhi_Ashok Vihar,Growth
PROP-3DE6C26A0B5F,9.5,970.0,3.0,0.833,0.5,0.545,29.5,3.0,8.38,2.6,15.0,5.1429,0.622,0.215,0.158,0.0,2.3514,6.8783,0.435,1.3863,2.7726,1.8153,0.4837,0.1947,0.1467,Delhi_Mayur Vihar Phase 3,Growth
PROP-D4348BD02041,9.5,400.0,1.5,0.833,0.0,0.765,7.7,0.0,5.52,-0.37,21.03,5.9077,0.084,0.076,0.36,0.0,2.3514,5.994,0.5682,0.0,3.0924,1.9326,0.0807,0.0733,0.3075,Delhi_Sector 3 Dwarka,Growth
PROP-0BDB5BB61A8A,9.5,471.43,0.14,0.833,0.5,0.898,26.3,3.0,8.16,1.94,24.69,1.0286,0.547,0.135,0.097,0.0,2.3514,6.1579,0.6408,1.3863,3.2461,0.7073,0.4363,0.1266,0.0926,Delhi_Shahdara,Growth
PROP-2925CED35DF3,9.5,588.0,1.5,0.833,0.75,1.061,24.5,5.0,9.57,2.84,29.17,1.2,0.234,0.126,0.158,1.0,2.3514,6.3784,0.7232,1.7918,3.4068,0.7885,0.2103,0.1187,0.1467,Delhi_Pitampura,Growth
PROP-1BA1C801EAF5,9.5,446.5,1.5,0.833,0.0,1.17,18.9,0.0,3.98,1.24,32.17,2.64,0.342,0.172,0.17,0.0,2.3514,6.1037,0.7747,0.0,3.5016,1.292,0.2942,0.1587,0.157,Delhi_Patel Nagar,Stable
PROP-82D4CDFBE7BE,9.5,333.33,1.0,0.833,0.0,1.01,24.6,0.0,8.33,3.09,27.78,1.76,0.187,0.158,1.127,0.0,2.3514,5.8121,0.6981,0.0,3.3597,1.0152,0.1714,0.1467,0.7547,Delhi_Mayur Vihar Phase 1,Growth
PROP-0D0F7181809D,9.5,410.0,0.75,0.833,0.5,1.01,23.7,0.0,7.81,1.6,27.78,3.7714,0.302,0.303,0.14,0.0,2.3514,6.0186,0.6981,0.0,3.3597,1.5626,0.2639,0.2647,0.131,Delhi_Sant Nagar,Growth
PROP-C064403DEDD7,9.5,300.0,1.0,0.833,0.5,1.01,35.9,8.0,8.67,1.97,27.78,15.5294,1.736,0.126,0.147,1.0,2.3514,5.7071,0.6981,2.1972,3.3597,2.8051,1.0065,0.1187,0.1371,Delhi_Sonia Vihar,Growth
PROP-DCD2CFFABB73,9.5,210.0,1.0,0.833,0.0,1.111,19.2,2.0,8.33,3.09,30.54,35.7143,0.15,0.397,0.186,1.0,2.3514,5.3519,0.7472,1.0986,3.4513,3.6032,0.1398,0.3343,0.1706,Delhi_Jasola,Growth
PROP-A9BCCF053E17,9.5,450.0,1.0,0.833,0.5,0.48,23.6,2.0,11.19,2.24,13.2,1.4173,0.523,0.135,0.132,1.0,2.3514,6.1115,0.392,1.0986,2.6532,0.8827,0.4207,0.1266,0.124,Delhi_Hastsal,Growth
PROP-3742950FC789,9.5,325.0,1.0,1.0,0.5,1.01,9.2,0.0,11.19,2.24,27.78,6.6,0.085,0.155,0.226,0.0,2.3514,5.7869,0.6981,0.0,3.3597,2.0281,0.0816,0.1441,0.2038,Delhi_Tughlakabad,Growth
PROP-6C61F5B2E4F4,9.5,366.67,1.0,0.833,0.5,0.683,10.3,0.0,8.33,3.09,18.78,1.8,0.082,0.099,0.223,0.0,2.3514,5.9072,0.5206,0.0,2.9847,1.0296,0.0788,0.0944,0.2013,Delhi_Uttam Nagar,Growth
PROP-C57941DE3209,9.5,382.5,0.75,0.833,0.5,0.455,7.6,0.0,8.33,3.09,12.5,2.0,0.084,0.132,0.211,0.0,2.3514,5.9493,0.375,0.0,2.6027,1.0986,0.0807,0.124,0.1914,Delhi_Burari,Growth
PROP-6F5DBF45CEF7,9.5,416.67,0.67,0.833,0.5,1.587,6.6,0.0,3.98,1.24,43.64,4.8,0.077,0.068,0.079,0.0,2.3514,6.0347,0.9505,0.0,3.7986,1.7579,0.0742,0.0658,0.076,Delhi_Vasant Kunj,Stable
PROP-AE86F7CAE2D9,9.5,62.5,0.25,1.0,0.5,0.683,10.3,0.0,8.67,1.97,18.78,4.0,0.082,0.099,0.223,0.0,2.3514,4.151,0.5206,0.0,2.9847,1.6094,0.0788,0.0944,0.2013,Delhi_Uttam Nagar,Growth
PROP-C522714F875C,9.5,366.67,1.0,0.833,0.5,0.935,41.5,3.0,5.52,-0.37,25.71,0.7556,0.353,1.484,0.165,0.0,2.3514,5.9072,0.6601,1.3863,3.285,0.5628,0.3023,0.9099,0.1527,Delhi_Adarsh Nagar,Growth
PROP-B0F598494545,9.5,350.0,1.0,0.833,0.75,1.01,2.5,0.0,7.81,1.6,27.78,5.8667,0.079,0.052,0.125,0.0,2.3514,5.8608,0.6981,0.0,3.3597,1.9267,0.076,0.0507,0.1178,Delhi_Sarvodaya Enclave,Growth
PROP-9369EB4D93C6,9.5,450.0,2.0,1.0,0.5,0.408,17.4,0.0,8.38,2.6,11.22,3.5294,0.124,0.287,0.125,0.0,2.3514,6.1115,0.3422,0.0,2.5031,1.5106,0.1169,0.2523,0.1178,Delhi_Nangli Vihar,Growth
PROP-7664C34E3368,9.5,178.0,0.67,0.833,0.5,0.727,36.9,0.0,2.22,1.67,20.0,2.8798,0.317,1.212,0.151,0.0,2.3514,5.1874,0.5464,0.0,3.0445,1.3558,0.2754,0.7939,0.1406,Delhi_Dwarka Mor,Stable
PROP-B2EB2B562CC7,9.5,50.0,0.33,0.833,0.5,1.01,24.3,0.0,0.0,2.06,27.78,17.6,0.256,0.183,0.126,0.0,2.3514,3.9318,0.6981,0.0,3.3597,2.9232,0.2279,0.1681,0.1187,Delhi_Delhi Cantonment,Declining
PROP-C85DBD65B403,9.5,500.0,2.0,0.96,0.25,0.455,7.6,0.0,2.43,-1.05,12.5,12.0,0.084,0.132,0.211,0.0,2.3514,6.2166,0.375,0.0,2.6027,2.5649,0.0807,0.124,0.1914,Delhi_Burari,Stable
PROP-5F67C1118161,9.5,360.0,1.0,0.833,0.5,0.717,17.5,0.0,8.27,1.88,19.71,1.0435,0.207,0.281,0.086,0.0,2.3514,5.8889,0.5406,0.0,3.0306,0.7147,0.1881,0.2476,0.0825,Delhi_Tri Nagar,Growth
PROP-BCBA2FCF0CCD,9.5,666.67,0.67,0.833,0.5,0.667,16.3,0.0,8.67,1.97,18.33,0.5,0.29,0.124,0.147,0.0,2.3514,6.5038,0.511,0.0,2.9617,0.4055,0.2546,0.1169,0.1371,Delhi_Palam,Growth
PROP-045838DEA504,9.5,275.0,1.0,0.909,0.5,1.01,9.2,0.0,11.19,2.24,27.78,13.5385,0.085,0.155,0.226,0.0,2.3514,5.6204,0.6981,0.0,3.3597,2.6768,0.0816,0.1441,0.2038,Delhi_Tughlakabad,Growth
PROP-C59287905A57,9.5,550.0,1.0,0.833,1.0,1.111,7.4,0.0,11.19,2.24,30.56,2.1429,0.095,0.104,0.096,0.0,2.3514,6.3117,0.7472,0.0,3.4519,1.1451,0.0908,0.0989,0.0917,Delhi_Paschim Vihar,Growth
PROP-187473C41319,9.5,700.0,1.0,0.833,0.25,2.253,5.1,0.0,0.0,2.06,61.96,2.8138,0.189,0.052,0.101,0.0,2.3514,6.5525,1.1796,0.0,4.1425,1.3386,0.1731,0.0507,0.0962,Delhi_Panchsheel Park,Declining
PROP-55D9EA4F4B3A,9.5,387.0,1.0,0.833,0.0,0.918,7.5,0.0,5.52,-0.37,25.25,2.5714,0.094,0.109,0.251,0.0,2.3514,5.961,0.6513,0.0,3.2677,1.273,0.0898,0.1035,0.2239,Delhi_Hari Nagar,Growth
PROP-878900334E84,9.5,475.0,1.5,0.833,1.0,1.049,27.9,2.0,2.22,1.67,28.84,2.3846,0.498,0.191,0.3,1.0,2.3514,6.1654,0.7174,1.0986,3.3958,1.2192,0.4041,0.1748,0.2624,Delhi_Patparganj,Stable
PROP-A36EDB5CAB7D,9.5,386.67,1.0,0.833,0.667,0.485,25.1,4.0,9.57,2.84,13.33,0.9,0.517,0.138,0.192,2.0,2.3514,5.9602,0.3954,1.6094,2.6624,0.6419,0.4167,0.1293,0.1756,Delhi_Vivek Vihar,Growth
PROP-A2BE012E8515,9.5,350.0,0.75,0.833,0.5,0.614,8.4,0.0,8.16,1.94,16.88,2.6182,0.115,0.152,0.104,0.0,2.3514,5.8608,0.4787,0.0,2.8837,1.286,0.1089,0.1415,0.0989,Delhi_Khanpur,Growth
PROP-DF3DEFE6ED01,9.5,266.67,1.0,0.833,0.5,0.727,38.7,3.0,2.34,2.09,20.0,4.608,0.292,0.569,0.427,0.0,2.3514,5.5898,0.5464,1.3863,3.0445,1.7242,0.2562,0.4504,0.3556,Delhi_Model Town,Stable
PROP-208A11B73E61,9.5,222.5,1.0,0.833,0.75,1.01,28.4,2.0,7.81,1.6,27.78,18.8571,0.277,0.335,0.257,1.0,2.3514,5.4094,0.6981,1.0986,3.3597,2.9886,0.2445,0.2889,0.2287,Delhi_Jaitpur,Growth
PROP-3A3B9B5F681D,9.5,75.0,0.5,0.833,0.5,1.01,13.5,0.0,8.33,3.09,27.78,1.76,0.321,0.112,0.186,0.0,2.3514,4.3307,0.6981,0.0,3.3597,1.0152,0.2784,0.1062,0.1706,Delhi_Kashmere Gate,Growth
PROP-05D62C0BABC5,9.5,500.0,1.5,0.833,0.5,0.717,17.5,0.0,5.52,-0.37,19.71,1.1429,0.207,0.281,0.086,0.0,2.3514,6.2166,0.5406,0.0,3.0306,0.7622,0.1881,0.2476,0.0825,Delhi_Tri Nagar,Growth
PROP-B3CC69C6B7DF,9.5,500.0,0.8,0.833,0.5,1.323,29.6,2.0,5.52,-0.37,36.39,0.156,0.362,0.21,0.65,1.0,2.3514,6.2166,0.8429,1.0986,3.6214,0.145,0.309,0.1906,0.5008,Delhi_Mukherjee Nagar,Growth
PROP-80F20CEDBC6E,9.5,266.67,1.0,0.833,0.5,0.683,10.3,0.0,3.98,1.24,18.78,1.92,0.082,0.099,0.223,0.0,2.3514,5.5898,0.5206,0.0,2.9847,1.0716,0.0788,0.0944,0.2013,Delhi_Uttam Nagar,Stable
PROP-CA45D6B14F7E,9.5,500.0,1.0,0.833,0.0,0.918,7.5,0.0,8.38,2.6,25.25,0.9,0.094,0.109,0.251,0.0,2.3514,6.2166,0.6513,0.0,3.2677,0.6419,0.0898,0.1035,0.2239,Delhi_Hari Nagar,Growth
PROP-4E343946F0F4,9.5,350.0,1.0,0.833,1.0,0.473,26.8,5.0,2.34,2.09,13.0,2.1081,0.442,0.294,0.188,2.0,2.3514,5.8608,0.3873,1.7918,2.6391,1.134,0.366,0.2577,0.1723,Delhi_Jahangirpuri,Stable
PROP-79EC22542F09,9.5,666.67,2.0,0.833,1.0,1.198,25.2,0.0,9.57,2.84,32.94,2.4889,0.282,0.485,0.107,0.0,2.3514,6.5038,0.7875,0.0,3.5246,1.2496,0.2484,0.3954,0.1017,Delhi_Sector 9 Rohini,Growth
PROP-AB4C8C0F636D,9.5,450.0,0.8,0.833,0.5,0.727,36.9,0.0,2.43,-1.05,20.0,1.4693,0.317,1.212,0.151,0.0,2.3514,6.1115,0.5464,0.0,3.0445,0.9039,0.2754,0.7939,0.1406,Delhi_Dwarka Mor,Stable
PROP-74DD9DE240CD,9.5,550.0,1.0,0.833,1.0,1.273,5.0,0.0,8.33,3.09,35.0,0.8444,0.085,0.064,0.239,0.0,2.3514,6.3117,0.8211,0.0,3.5835,0.6122,0.0816,0.062,0.2143,Delhi_Mayur Vihar,Growth
PROP-395E2BF0974B,9.5,270.0,1.0,0.833,0.5,0.911,31.8,1.0,0.0,1.78,25.04,1.8,0.299,0.454,0.121,0.0,2.3514,5.6021,0.6476,0.6931,3.2596,1.0296,0.2616,0.3743,0.1142,Delhi_Sangam Vihar,Declining
PROP-DE360E7517B9,9.5,594.0,1.0,0.833,0.25,1.01,24.3,0.0,0.0,0.0,27.78,7.5429,0.328,0.38,0.213,0.0,2.3514,6.3886,0.6981,0.0,3.3597,2.1451,0.2837,0.3221,0.1931,Delhi_Sector 38 Rohini,Declining
PROP-CDCCB58799C0,9.5,365.0,1.0,0.833,0.75,1.341,14.3,0.0,7.81,1.6,36.88,5.5312,0.141,0.268,0.201,0.0,2.3514,5.9026,0.8506,0.0,3.6344,1.8766,0.1319,0.2374,0.1832,Delhi_Sector 23B Dwarka,Growth
PROP-15D696CFB222,9.5,180.0,0.5,0.833,0.5,0.911,31.8,1.0,8.38,2.6,25.04,3.0857,0.299,0.454,0.121,0.0,2.3514,5.1985,0.6476,0.6931,3.2596,1.4075,0.2616,0.3743,0.1142,Delhi_Sangam Vihar,Growth
PROP-CD1612C7C32D,9.5,500.0,1.5,0.833,0.5,1.061,24.5,5.0,0.0,0.0,29.17,4.0,0.234,0.126,0.158,1.0,2.3514,6.2166,0.7232,1.7918,3.4068,1.6094,0.2103,0.1187,0.1467,Delhi_Pitampura,Declining
PROP-CB5B3DED5327,9.5,405.0,1.5,0.833,0.5,1.061,24.5,5.0,2.22,1.67,29.17,3.7895,0.234,0.126,0.158,1.0,2.3514,6.0064,0.7232,1.7918,3.4068,1.5664,0.2103,0.1187,0.1467,Delhi_Pitampura,Stable
PROP-A56978A38B8B,9.5,645.0,2.0,0.833,0.5,0.545,27.2,2.0,8.16,1.94,15.0,1.44,0.171,0.398,0.182,0.0,2.3514,6.4708,0.435,1.0986,2.7726,0.892,0.1579,0.335,0.1672,Delhi_Sector 25 Rohini,Growth
PROP-8313F057A6AB,9.5,280.0,0.6,0.833,0.5,0.727,20.3,0.0,9.57,2.84,20.0,1.4,0.129,0.311,0.121,0.0,2.3514,5.6384,0.5464,0.0,3.0445,0.8755,0.1213,0.2708,0.1142,Delhi_Vishnu Garden,Growth
PROP-CDACA3396B93,9.5,1000.0,2.0,0.833,0.5,1.01,23.7,0.0,2.22,1.67,27.78,2.4,0.302,0.303,0.14,0.0,2.3514,6.9088,0.6981,0.0,3.3597,1.2238,0.2639,0.2647,0.131,Delhi_Sant Nagar,Stable
PROP-FDE673A1C901,9.5,450.0,1.5,0.833,0.5,0.898,26.3,3.0,9.57,2.84,24.69,1.08,0.547,0.135,0.097,0.0,2.3514,6.1115,0.6408,1.3863,3.2461,0.7324,0.4363,0.1266,0.0926,Delhi_Shahdara,Growth
PROP-E339553485E1,9.5,308.0,1.0,0.833,0.5,0.898,26.3,3.0,9.57,2.84,24.69,3.0857,0.547,0.135,0.097,0.0,2.3514,5.7333,0.6408,1.3863,3.2461,1.4075,0.4363,0.1266,0.0926,Delhi_Shahdara,Growth
PROP-FADF7788D583,9.5,405.0,2.0,0.833,0.6,0.818,25.5,2.0,10.55,3.0,22.5,8.5714,0.275,0.285,0.123,1.0,2.3514,6.0064,0.5977,1.0986,3.157,2.2588,0.2429,0.2508,0.116,Delhi_Pandav Nagar,Growth
PROP-671E61ECCDDC,9.5,180.0,0.6,0.833,0.5,0.48,23.6,2.0,0.0,2.06,13.2,1.0,0.523,0.135,0.132,1.0,2.3514,5.1985,0.392,1.0986,2.6532,0.6931,0.4207,0.1266,0.124,Delhi_Hastsal,Declining
PROP-00EE4AED2070,9.5,151.5,0.5,0.833,0.5,0.48,23.6,2.0,2.22,1.67,13.2,1.6364,0.523,0.135,0.132,1.0,2.3514,5.0272,0.392,1.0986,2.6532,0.9694,0.4207,0.1266,0.124,Delhi_Hastsal,Stable
PROP-5ACC5E984C55,9.5,160.0,0.5,0.833,0.5,1.01,6.2,0.0,0.0,2.06,27.78,18.8571,0.165,0.089,0.103,0.0,2.3514,5.0814,0.6981,0.0,3.3597,2.9886,0.1527,0.0853,0.098,Delhi_Jharoda Majra Burari,Declining
PROP-63B7C3FD0FDD,9.5,480.0,1.0,0.833,0.5,1.02,26.7,5.0,11.19,2.24,28.06,0.2,0.352,0.236,0.169,1.0,2.3514,6.1759,0.7031,1.7918,3.3694,0.1823,0.3016,0.2119,0.1561,Delhi_Gtb Nagar,Growth
PROP-C07D4FB024D2,9.5,500.0,1.5,0.833,0.5,0.918,7.5,0.0,8.27,1.88,25.25,3.1579,0.094,0.109,0.251,0.0,2.3514,6.2166,0.6513,0.0,3.2677,1.425,0.0898,0.1035,0.2239,Delhi_Hari Nagar,Growth
PROP-C0B3F4FACB13,9.5,500.0,2.0,0.833,0.25,1.587,6.6,0.0,0.0,2.15,43.64,37.8947,0.077,0.068,0.079,0.0,2.3514,6.2166,0.9505,0.0,3.7986,3.6609,0.0742,0.0658,0.076,Delhi_Vasant Kunj,Declining
PROP-656A522EE0E7,9.5,270.0,1.0,0.833,0.5,0.727,36.9,0.0,0.0,1.78,20.0,6.483,0.317,1.212,0.151,0.0,2.3514,5.6021,0.5464,0.0,3.0445,2.0126,0.2754,0.7939,0.1406,Delhi_Dwarka Mor,Declining
