property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-2C404B5FB213,44500000,Mumbai,Bandra West,Apartment,2,2,1,717,5.0,15.0,,,,19.136093,72.8517115,2.797,7.358,6.565,5.961,4.901,3.337,3.408,20.9,280984.0,190000.0,189.47,25.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,87.5,24.0,21.0,9,0.667,0,102,56,92,102,105.7,358.5,1.0,,0.333,5.884714177161102,,5.249494701850468,6033.485000000001,52.7044704344443,3.983496246363545
PROP-F97B26905F1C,5145000,Delhi,Tughlakabad,Apartment,2,2,1,750,2.0,,,,,28.772773691312263,76.93722243722135,11.729,6.366,4.328,12.562,9.898,14.372,9.9,9.2,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,34.0,41.0,11,0.636,0,182,105,171,182,201.7,375.0,1.0,0.8,,5.929589143389895,0.5877866649021191,3.359680701459222,6033.485000000001,5.834107485143329,1.921925881568148
PROP-80CDB98C1289,67000000,Bengaluru,Vijayanagar,Independent House,5,3,1,3000,,,,,,12.91575106016337,77.45353955692009,2.594,3.251,5.921,6.084,3.707,6.285,2.613,28.1,22700.0,25000.0,21.88,5.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,600.0,0.6,,,6.398594934535208,,3.130263166511597,6033.485000000001,1.6574168991884457,0.9773545604490648
PROP-290654392909,1450000,Delhi,Najafgarh,Independent House,2,4,1,2500,,,,,,28.66517509407821,77.3438240849301,5.607,5.214,0.458,12.338,12.145,1.466,2.636,34.4,8406.25,8000.0,11.88,16.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,1250.0,2.0,0.6,,7.131698510466912,0.4700036292457356,2.5556757206762075,6033.485000000001,0.6364480892883632,0.492528093886704
PROP-95D54E473276,6000000,Delhi,Kondli,Apartment,2,3,1,1000,3.0,3.0,,,North-East,28.80837154890786,77.16373446212687,3.589,6.017,4.785,10.024,5.467,0.943,3.277,25.9,2900.0,2900.0,24.17,1.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,25.0,33.0,48,0.146,0,228,126,207,228,239.7,500.0,1.5,,1.0,6.2166061010848646,,3.2256528091472245,6033.485000000001,0.5767810809175791,0.4553854783810301
PROP-970EEEE66188,12000000,Bengaluru,Kattigenahalli,Independent House,4,2,1,3200,,,,,,12.986742763470367,77.62821694571846,1.794,1.882,0.834,1.462,2.517,2.504,1.118,54.6,60000.0,60000.0,20.98,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,800.0,0.5,,,6.68586094706836,,3.090132948975475,6033.485000000001,3.729188023174003,1.553753522476761
PROP-662AE6BBCBAD,9500000,Mumbai,Borivali West,Apartment,1,2,1,515,3.0,4.0,,,South,18.86840065738881,72.58436989984196,5.908,11.049,7.102,36.068,15.724,6.975,14.855,6.0,42866.67,40000.0,69.09,30.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,90,48,79,90,96.3,515.0,2.0,,0.75,6.246106765481563,,4.249780130512233,6033.485000000001,15.447769157484542,2.80018985448826
PROP-0A1560B47D8E,4500000,Mumbai,Malad East,Apartment,2,1,0,315,6.0,7.0,,,,19.136530749845065,72.61268998234127,1.418,8.045,11.548,30.709,8.416,5.805,8.848,22.8,61193.55,45000.0,76.0,31.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,32.1,56.0,18.0,13,0.538,0,90,48,79,90,96.3,157.5,0.5,,0.857,5.065754593317335,,4.343805421853684,6033.485000000001,28.412861128944783,3.3814320320552764
PROP-ACA53D1062A9,20500000,Bengaluru,Maruthi Sevanagar,Apartment,3,4,1,2200,1.0,3.0,,,,13.181869269039822,77.60130118151497,3.807,5.364,9.127,12.963,10.813,4.107,1.871,15.9,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,733.333,1.333,,0.333,6.598962604207666,,3.4339872044851463,6033.485000000001,3.164159534814305,1.4265144628944766
PROP-B60CD7FF25F8,2700000,Mumbai,Nalasopara West,Apartment,1,2,0,550,5.0,,,,,19.145745819744192,72.91653325373174,0.905,3.31,2.65,3.592,2.09,2.968,1.598,42.4,6750.0,6750.0,11.39,2.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,55.6,45.0,25.0,5,0.4,0,102,56,92,102,105.7,550.0,2.0,,,6.311734809152915,,2.516889695641051,6033.485000000001,2.4409230697138926,1.2357397696092742
PROP-45D3624AB043,5300000,Bengaluru,Jp Nagar,Apartment,2,3,0,1030,3.0,4.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,15.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,515.0,1.5,,0.75,6.246106765481563,,3.325755186495297,6033.485000000001,7.337690349805157,2.120786241542467
PROP-9BB2FF54999F,4475000,Bengaluru,Talaghattapura,Apartment,2,3,0,1179,3.0,,,,,12.996601539408788,77.39747490909589,3.076,2.086,4.07,5.776,7.61,0.603,6.975,36.3,24500.0,24500.0,24.09,2.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,55.2,58.0,32.0,10,0.5,0,61,32,53,61,63.0,589.5,1.5,,,6.380969635637417,,3.222469360378331,6033.485000000001,4.13299888347246,1.6356900660586529
PROP-EDB1EF0119E2,3800000,Mumbai,Naigaon East,Apartment,1,2,1,450,8.0,9.0,,,,19.093927671996017,72.77827010554599,4.158,1.356,6.615,13.446,3.562,1.454,2.975,35.5,14955.0,13750.0,26.91,20.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,32.1,53.0,17.0,14,0.429,0,90,48,79,90,96.3,450.0,2.0,,0.889,6.111467339502679,,3.328985047548231,6033.485000000001,6.0771952970243,1.956877684731579
PROP-7A954D76BA2B,7300000,Bengaluru,Richards Town,Apartment,3,3,1,1200,1.0,4.0,,,,13.062864526132936,77.45276914088453,1.947,5.34,5.412,10.601,2.017,0.244,2.211,40.9,110000.0,110000.0,57.89,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,400.0,1.0,,0.25,5.993961427306569,,4.07567129695648,6033.485000000001,18.231585891072903,2.9565540258348317
PROP-279BEB9B7BDA,12000000,Mumbai,Dharavi,Apartment,1,2,1,547,2.0,13.0,,,,19.00785199764185,73.10465244600083,4.911,3.094,10.965,12.379,10.533,5.134,2.313,17.2,102803.9,60000.0,83.05,1696.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,18.2,55.0,10.0,12,0.083,0,102,56,92,102,105.7,547.0,2.0,,0.154,6.306275286948016,,4.431411859854625,6033.485000000001,21.81609081198685,3.127466024412729
PROP-5E515C9892F8,6000000,Chennai,Velachery,Apartment,2,3,1,994,1.0,4.0,,,South,13.05042,80.258421,2.325,1.909,3.869,3.556,2.345,3.575,1.186,41.6,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,10.5,57.0,6.0,3,0.667,0,56,30,49,56,62.3,497.0,1.5,,0.25,6.210600077024653,,,6033.485000000001,,
PROP-3110F589BA2D,5500000,Bengaluru,Rr Nagar,Apartment,2,3,1,1200,4.0,4.0,,,,12.824832206609749,77.3876305568201,11.545,6.211,7.444,4.783,15.212,8.772,4.529,6.2,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,72.3,47.0,34.0,12,0.417,0,64,34,55,64,67.3,600.0,1.5,,1.0,6.398594934535208,,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-C2B718A46C91,4200000,Chennai,Madambakkam,Apartment,2,3,0,832,1.0,2.0,,,,13.087314477574838,80.08595065143106,2.682,2.674,5.269,11.341,4.094,4.088,4.053,28.2,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,416.0,1.5,,0.5,6.0330862217988015,,,6033.485000000001,,
PROP-D09E0AF4405F,2800000,Bengaluru,Bidaraguppe,Apartment,2,3,1,994,6.0,10.0,,,,13.085015532759977,77.46796415963661,3.495,2.7,4.813,10.747,1.004,3.167,0.751,31.6,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,69.7,33.0,23.0,11,0.364,0,61,32,53,61,63.0,497.0,1.5,,0.6,6.210600077024653,,3.4339872044851463,6033.485000000001,7.003169996570898,2.079837712765069
PROP-5B80DB340927,17500000,Bengaluru,Rajajinagar,Independent House,2,3,0,900,,,,,,12.91913898056588,77.58510770404324,1.97,0.491,0.258,8.895,3.208,3.168,3.82,58.5,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,450.0,1.5,,,6.111467339502679,,3.4339872044851463,6033.485000000001,7.734612196212747,2.167293546059279
PROP-FF620FFE1D6E,2300000,Mumbai,Bhayandar West,Apartment,2,1,0,300,3.0,3.0,,,,18.81023074345392,73.15069218239162,12.594,7.762,19.169,12.171,18.854,18.145,11.57,3.6,10500.0,10500.0,26.25,1.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,102,56,92,102,105.7,150.0,0.5,,1.0,5.017279836814924,,3.305053521109253,6033.485000000001,6.961150976591471,2.0745735844526147
PROP-BA6EE9AAAE81,800000,Mumbai,Vasai East,Independent House,1,1,1,300,,,,,,18.82434587719112,72.64082092338595,1.794,11.892,8.758,32.375,9.844,13.142,13.504,16.5,11000.0,10000.0,33.33,3.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,90,48,79,90,96.3,300.0,1.0,0.667,,5.707110264748875,0.511025603768657,3.5360196074696004,6033.485000000001,6.629667596753783,2.0320442790464246
PROP-53AE34E93629,9500000,Mumbai,Goregaon West,Apartment,1,2,1,600,1.0,7.0,,,,19.06524443831728,73.10679682975544,8.369,4.625,6.342,11.059,5.468,9.417,3.224,14.9,95675.65,95000.0,93.61,37.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,20.8,53.0,11.0,12,0.667,0,102,56,92,102,105.7,600.0,2.0,,0.143,6.398594934535208,,4.549763178716353,6033.485000000001,31.490921084580464,3.4809606990661868
PROP-941ED0D49123,2750000,Mumbai,Bhayandar West,Apartment,1,1,1,350,1.0,4.0,,,,18.81023074345392,73.15069218239162,12.594,7.762,19.169,12.171,18.854,18.145,11.57,3.6,10500.0,10500.0,26.25,1.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,102,56,92,102,105.7,350.0,1.0,,0.25,5.860786223465865,,3.305053521109253,6033.485000000001,5.966700837078405,1.941141775134417
PROP-3253F7DCACDC,7500000,Delhi,Deenpur,Independent House,6,3,1,972,,,,,,28.557337750540505,76.96608366529803,3.965,3.902,1.242,15.206,13.732,7.113,6.723,30.6,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,162.0,0.5,,,5.093750200806762,,3.359680701459222,6033.485000000001,4.501626145943926,1.705043711437659
PROP-322435441A35,5200000,Delhi,Vikaspuri,Apartment,1,2,1,500,1.0,,,,,28.52387925817792,77.48747925060101,4.457,9.163,12.567,13.064,7.89,6.061,9.27,11.1,29647.0,24000.0,21.9,17.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,500.0,2.0,,,6.2166061010848646,,3.131136910560194,6033.485000000001,9.546721339325446,2.3558150380983225
PROP-45FEFB44CB15,5900000,Chennai,Villivakkam,Apartment,2,2,1,778,1.0,,,,,12.850280423717397,80.25439103045024,3.874,10.88,11.503,13.806,13.076,10.379,0.285,9.3,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,41.7,48.0,20.0,7,0.571,0,56,30,49,56,62.3,389.0,1.0,,,5.966146739123692,,,6033.485000000001,,
PROP-22DF014E475F,8000000,Mumbai,Mira Road West,Apartment,1,2,1,470,3.0,22.0,,,,19.32197010510161,73.11066105553478,15.335,13.395,9.092,16.372,25.089,4.885,5.322,2.0,102803.9,60000.0,83.05,1696.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,102,56,92,102,105.7,470.0,2.0,,0.136,6.154858094016418,,4.431411859854625,6033.485000000001,25.39021632799321,3.2729933478288573
PROP-44B3AD62F10C,7900000,Bengaluru,Nandini Layout,Apartment,2,3,1,1250,2.0,4.0,,,,12.90037616781069,77.47702642193883,3.844,6.285,5.47,7.592,5.132,3.407,3.357,22.3,28000.0,28000.0,18.67,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,625.0,1.5,,0.5,6.439350371100098,,2.979094632400968,6033.485000000001,4.455136625018541,1.6965576648043057
PROP-EA49E83C84F2,7500000,Bengaluru,Rajanukunte,Independent House,2,3,1,1200,,,,,,12.825299099285598,77.45562794820245,10.338,9.055,4.423,7.443,7.902,6.643,6.014,8.8,300000.0,300000.0,67.72,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,600.0,1.5,,,6.398594934535208,,4.230040277676,6033.485000000001,49.72250697565337,3.926369736660877
PROP-CE9DBBB2B8B3,950000,Mumbai,Nalasopara East,Apartment,1,2,1,560,0.0,,,,,18.786543532049528,72.73844996914748,0.516,16.391,12.543,24.173,6.548,18.941,5.993,24.9,14333.33,16000.0,16.0,3.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,90,48,79,90,96.3,560.0,2.0,0.777,,6.329720905522696,0.5749265491725143,2.833213344056216,6033.485000000001,5.682572225788956,1.8995029771714
PROP-16F526F363B0,24000000,Bengaluru,Hoodi,Independent House,1,2,1,600,,,,,,13.182334108476768,77.52767049564886,2.499,3.584,5.485,18.396,10.802,12.076,6.005,27.7,41714.29,45000.0,30.3,7.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,600.0,2.0,,,6.398594934535208,,3.4436180975461075,6033.485000000001,14.916752092696012,2.7673721453246047
PROP-FFE06218FF47,9950000,Mumbai,Ghatkopar West,Apartment,1,2,0,575,3.0,7.0,,,,19.083944629612432,73.13708432520436,6.439,6.388,8.701,13.376,1.666,12.178,4.102,16.1,141250.0,99000.0,91.88,8.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,43.8,32.0,14.0,6,0.167,0,102,56,92,102,105.7,575.0,2.0,0.732,0.429,6.356107660695892,0.5492768101402434,4.531308337389636,6033.485000000001,34.243674369319535,3.562286062639349
PROP-ECBE29724133,40000000,Bengaluru,Jp Nagar,Independent House,4,1,1,3050,,,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,15.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,762.5,0.25,,,6.637913124658687,,3.325755186495297,6033.485000000001,2.477974118130922,1.246449974308923
PROP-F0F81B0BC1C8,11500000,Mumbai,Mulund East,Apartment,1,2,0,540,2.0,6.0,,,West,19.167586440485607,73.00859489159465,3.247,5.017,4.719,4.065,6.21,6.136,5.981,26.0,37100.0,45000.0,62.26,10.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,102,56,92,102,105.7,540.0,2.0,0.774,0.333,6.293419278846481,0.5732368838873878,4.147253217877503,6033.485000000001,16.574168991884456,2.8664301530445147
PROP-795F2B417990,11500000,Bengaluru,Banashankari,Apartment,3,3,0,1510,3.0,3.0,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,503.333,1.0,,1.0,6.223236764181495,,3.3631493140246254,6033.485000000001,8.732721092677664,2.275493517190522
PROP-15C5B800C578,11000000,Bengaluru,Kammanahalli,Independent House,2,2,1,750,,,,,East,13.086362922235146,77.83337748279517,2.552,11.617,10.937,17.293,12.771,8.215,9.104,14.5,50000.0,58500.0,34.4,6.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,375.0,1.0,,,5.929589143389895,,3.5667118201397288,6033.485000000001,15.513422176403852,2.804173515459607
PROP-1D9181D21035,17000000,Mumbai,Virar West,Independent House,8,3,1,1400,,,,,,19.239198932264664,72.74402280889723,2.453,6.097,4.843,21.717,9.27,12.033,5.34,24.5,11531.25,11500.0,22.53,16.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,90,48,79,90,96.3,175.0,0.375,,,5.170483995038151,,3.158276202739271,6033.485000000001,1.633739514914325,0.9684047050801456
PROP-A08BC850FD3D,5800000,Delhi,Subzi Mandi,Independent House,6,2,1,560,,,1.0,,,28.787688861751057,77.2138012502533,4.241,6.104,1.525,15.011,3.144,6.13,1.963,26.7,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,93.333,0.333,,,4.5468310753999805,,3.359680701459222,6033.485000000001,7.813536810459815,2.176288813468663
PROP-93D108CC9162,4000000,Bengaluru,Thyvakanahally,Apartment,2,3,1,1044,1.0,,,,,12.78982642604339,77.76617553881955,2.476,7.333,6.565,11.382,3.235,9.211,4.875,21.0,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,71.4,35.0,25.0,5,0.4,0,64,34,55,64,67.3,522.0,1.5,,,6.259581464064923,,3.4339872044851463,6033.485000000001,6.66776913466616,2.037025717096633
PROP-12E866EBAC26,25000000,Bengaluru,Kalyan Nagar,Independent House,2,3,0,1600,,,,,,13.20127370323116,77.38056207756647,12.536,10.548,11.569,26.684,16.634,11.173,8.843,2.9,25666.67,25000.0,26.2,3.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,800.0,1.5,,,6.68586094706836,,3.3032169733019514,6033.485000000001,3.107656685978336,1.412852716514171
PROP-171D0AA3A495,7500000,Bengaluru,Electronic City,Apartment,3,3,0,1500,,,,,East,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,25.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,18.2,33.0,6.0,4,0.25,0,64,34,55,64,67.3,500.0,1.0,,,6.2166061010848646,,3.204371138665319,6033.485000000001,3.97780055805227,1.6049881384686775
PROP-0341BD2CE043,7200000,Bengaluru,Hosur Municipality,Independent House,3,3,1,1342,,,1.0,,,13.069444678401098,77.46081862240808,2.741,4.203,5.657,10.24,0.906,1.307,1.167,34.8,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,89.7,39.0,35.0,11,0.545,0,61,32,53,61,63.0,447.333,1.0,,,6.10553625987313,,3.4339872044851463,6033.485000000001,5.187146778384108,1.8224740399435624
PROP-5F40E236B52E,9800000,Bengaluru,Budigere,Apartment,2,3,0,1148,12.0,22.0,,,,12.894276715975028,77.42286477149985,6.264,3.639,4.118,3.953,6.6,4.677,1.525,18.6,39500.0,32000.0,28.16,10.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,574.0,1.5,,0.545,6.354370040797351,,3.372797907140457,6033.485000000001,5.543972903208738,1.878544458584162
PROP-7A15AACA1AA6,16000000,Bengaluru,Gottigere,Independent House,4,4,1,2500,,,,,,13.077037973071947,77.67757415508812,2.837,1.152,1.658,1.399,4.46,4.282,4.342,39.1,23000.0,16000.0,14.55,9.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,62.5,32.0,20.0,12,0.417,0,61,32,53,61,63.0,625.0,1.0,,,6.439350371100098,,2.744060638625243,6033.485000000001,1.2728961785767263,0.8210548678821015
PROP-18469450D903,23500000,Bengaluru,Jogupalya,Apartment,3,3,1,1965,2.0,7.0,,,,13.08618927350423,77.63849712138243,1.179,4.796,1.674,3.829,8.119,3.054,2.33,36.3,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,66.1,59.0,39.0,20,0.2,0,61,32,53,61,63.0,655.0,1.0,,0.286,6.486160788944089,,3.4339872044851463,6033.485000000001,3.5425704715478226,1.513493034992358
PROP-ED6F9CE98BC5,2600000,Mumbai,Goregaon East,Apartment,2,1,1,200,3.0,4.0,,,,19.065598,72.8688535,2.627,2.896,2.462,5.337,6.49,1.554,1.378,41.0,82100.0,60000.0,78.12,55.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,62.5,56.0,35.0,8,0.375,0,102,56,92,102,105.7,100.0,0.5,,0.75,4.61512051684126,,4.370965687314457,6033.485000000001,59.667008370784046,4.1054000308782745
PROP-15848142C958,3800000,Chennai,Avadi,Apartment,2,2,1,700,2.0,2.0,,,,12.861854970595948,80.08949394222218,11.086,12.39,13.249,22.336,21.024,3.118,12.256,3.7,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,22.6,31.0,7.0,9,0.111,0,56,30,49,56,62.3,350.0,1.0,,1.0,5.860786223465865,,,6033.485000000001,,
PROP-E47B9AFD60AF,28000000,Bengaluru,Electronic City,Apartment,10,2,1,6200,1.0,5.0,,,East,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,25.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,620.0,0.2,,0.2,6.431331081933479,,3.204371138665319,6033.485000000001,0.9623711027545816,0.6741534883923386
PROP-8F9CB749B309,5500000,Mumbai,Borivali East,Apartment,2,1,1,240,7.0,7.0,,,,18.893263438684105,72.87395459192054,0.566,2.591,6.622,7.027,8.833,5.87,1.9,35.2,86333.33,95000.0,83.96,39.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,102,56,92,102,105.7,120.0,0.5,,1.0,4.795790545596741,,4.442180557493629,6033.485000000001,78.72730271145116,4.378612095658078
