property_master_id,city,locality,latitude,longitude,property_type,bhk,bathrooms,balconies,parking,carpet_area_sqft,builtup_area_sqft,super_builtup_area_sqft,plot_area_sqft,floor_no,total_floors,year_built,age_years,furnishing,facing,rera_registered,rera_id,listing_date,price_inr,price_lakhs,price_per_sqft,raw__property_name,raw__property_title,raw__price,raw__location,raw__description,rental_listing_count,avg_monthly_rent,median_monthly_rent,p25_monthly_rent,p75_monthly_rent,avg_rent_per_sqft,median_rent_per_sqft,avg_rental_area_sqft,rent_stddev,pct_furnished,pct_semi_furnished,dominant_bhk,rental_join_quality,annual_rent_estimate_inr,rental_yield_pct,listing_quarter,historical_quarter,hist_hpi_assessment,hist_hpi_market,hist_carpet_area_rate,hist_qoq_growth,hist_yoy_growth,hist_market_regime,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change
PROP-0837F5FEB209,Pune,Kondhwa,,,Independent House,2,3,1,,,1700,,,,,,,,,0,,2022-02-15,12000000,120.0,7058.82,"Shivneri Nagar, Kondhwa,Pune","2 BHK Independent House for sale in Kondhwa, Pune",₹1.2 Cr,"Shivneri Nagar, Kondhwa,Pune","2 BHK Independent House for sale in Kondhwa, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Kondhwa which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Kondhwa. This 2 BHK Independent House is available at a reasonable price of Rs 1.2 Cr. It is a very spacious property, spread over 1200 Square feet. The built-up area is 1700 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multi.",20.0,23175.0,19750.0,11125.0,32750.0,20.93,21.63,1077.95,15461.56,5.0,25.0,1.0,exact_locality,237000.0,1.975,2022-Q1,2021-Q4,128.3,128.46,7406.77,2.71,9.85,Growth,87.3,6.08,0.11,5.0
PROP-A999BCE08DF7,Pune,Hingne Khurd,,,Apartment,1,2,0,,,520,,,2.0,4.0,,,,,0,,2021-11-15,3500000,35.0,6730.77,"Hingne Khurd, Pune","1 BHK Flat for sale in Hingne Khurd, Pune",₹35.0 L,"Hingne Khurd, Pune","1 BHK Apartment for sale in Pune. This property is in Hingne Khurd, which is a coveted investment location. This tastefully designed 1 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 35.0 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 520 Square feet. The car.",1.0,35000.0,35000.0,35000.0,35000.0,41.03,41.03,853.0,,0.0,100.0,2.0,exact_locality,420000.0,12.0,2021-Q4,2021-Q3,124.91,124.88,7220.41,2.64,9.13,Growth,87.2,4.56,1.87,3.8
PROP-67555383A521,Pune,Akurdi,,,Apartment,1,2,1,,,543,,,4.0,5.0,,,,,0,,2019-11-15,3400000,34.0,6261.51,"Morya ,Dattawadi, Akurdi,Pune","1 BHK Flat for sale in Akurdi, Pune",₹34.0 L,"Morya ,Dattawadi, Akurdi,Pune","1 BHK Apartment for sale in Akurdi, Pune. This 1 BHK unit is available in Akurdi and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Akurdi. It is on floor 4. The total number of floors is 5. The price of this Apartment is Rs 34.0 L. The built-up area is 543 Square feet. This property is at a walking distance from Kamat Hospital, uber Outstation Taxi, and Lokmanya Hospital Chinchwad, Pune. The city's best schools such as City Pride School, Saraswati Prathmi.",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,8.1176,2019-Q4,2019-Q3,111.75,111.17,6495.48,1.53,6.6,Growth,77.5,4.59,1.97,3.4
PROP-6D3EAB779747,Pune,Bhawani Peth,,,Apartment,2,3,0,,,1225,,,1.0,,,,,,0,,2018-08-15,8000000,80.0,6530.61,"Bhavani cooperative society ,Nana Peth, Bhawani Peth,Pune","2 BHK Flat for sale in Bhawani Peth, Pune",₹80.0 L,"Bhavani cooperative society ,Nana Peth, Bhawani Peth,Pune","A 2 BHK Apartment for sale in Bhawani Peth, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Bhawani Peth's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 3 floors in this property. The price of this Apartment is Rs 80.0 L. Maintenance charges come to Rs 1000. Each unit has a built-up area of 1225 Square feet. The carpet area is 1000 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near The Bishops School, Jnana Prab.",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,3.45,2018-Q3,2018-Q2,102.98,102.33,6009.77,1.96,0.0,Declining,73.6,0.0,1.94,0.0
PROP-0321031F9CA0,Pune,Karve Nagar,,,Apartment,1,2,0,,380.0,410,,,5.0,12.0,,,,,0,,2022-11-15,3900000,39.0,9512.2,"Shree sairaj,Hingne Budrukh, Karve Nagar,Pune","1 RK Flat for sale in Karve Nagar, Pune",₹39.0 L,"Shree sairaj,Hingne Budrukh, Karve Nagar,Pune","Property for sale in Karve Nagar, Pune. This 1 RK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 12. This Apartment's price is Rs 39.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Apartment is a spacious unit, with carpet area of 380 Square feet and is ideal for families. The built-up area is 410 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcar.",12.0,23666.67,18500.0,15000.0,30500.0,33.27,29.17,726.25,11834.72,16.67,33.33,1.0,exact_locality,222000.0,5.6923,2022-Q4,2022-Q3,140.92,141.75,8097.77,3.15,12.82,Growth,93.1,6.77,1.97,5.9
PROP-09576784F08D,Pune,Katraj,,,Apartment,4,3,0,,,1450,,,7.0,7.0,,,,,0,,2021-08-15,13000000,130.0,8965.52,Aditya Chintamani Residency,"4 BHK Flat for sale in Katraj, Pune",₹1.3 Cr,"Katrajnagar, Katraj,Pune","One of the finest property in Katraj is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 7. It is a 7 storeyed building. The price of this Apartment is Rs 1.3 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1450 Square feet. This property ensures you are a quick distance away from the city's best schools such as Kai Krishnaji Balwantrao More Vidhyalaya, MUNOT HIGH SCHOOL, and Radhakrishna Prathamik And Madhyamik Vidyalay. It is also close to goo.",16.0,16713.56,13500.0,10000.0,20729.25,18.43,17.5,930.69,8844.77,12.5,43.75,1.0,exact_locality,162000.0,1.2462,2021-Q3,2021-Q2,121.7,121.68,7044.02,2.23,5.83,Growth,85.6,5.55,3.01,4.5
PROP-FB94651590C5,Pune,Hinjewadi Phase 3,,,Apartment,2,3,1,,710.0,950,,,7.0,12.0,,,,West,0,,2019-05-15,5500000,55.0,5789.47,Megapolis Sparklet Smart Homes,"2 BHK Flat for sale in Hinjewadi Phase 3, Pune",₹55.0 L,"Hinjewadi Phase 3, Pune","Property for sale in Pimpri Chinchwad, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 7. The total number of floors in this building is 12. This Apartment's price is Rs 70.0 L. This Apartment is a spacious unit, with carpet area of 710.0 Square feet and is ideal for families. The built-up area is 950 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a West facing property. This residential building in Pimpri Chinchwad, Pune has lift facility. .",11.0,29545.45,25000.0,25000.0,31000.0,35.16,33.33,853.82,7753.88,45.45,45.45,2.0,exact_locality,300000.0,5.4545,2019-Q2,2019-Q1,108.58,108.13,6319.91,1.98,7.5,Growth,74.4,3.05,1.22,2.2
PROP-F7B707A8DFBC,Pune,Kasarwadi,,,Apartment,2,3,0,,,860,,,3.0,7.0,,,,,0,,2022-05-15,5200000,52.0,6046.51,DS Sarita Sangam,"2 BHK Flat for sale in Kasarwadi, Pune",₹52.0 L,"Shastri Nagar, Kasarwadi,Pune","Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Pune's top location, Pimpri Chinchwad. It is situated on floor 3. The total number of floors in this Apartment is 7. The property price of this unit is Rs 52.0 L. Monthly maintenance costs Rs 1100. The carpet area of this unit is 624 Square feet. The built-up area is 860 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Podar International School, Orchid Pre.",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,5.3077,2022-Q2,2022-Q1,132.42,133.01,7632.65,3.21,11.23,Growth,89.6,7.82,2.63,6.5
PROP-41C58F4603DB,Pune,Balewadi,,,Independent House,4,4,1,,,2400,,,,,,,,,0,,2019-02-15,32500000,325.0,13541.67,"Balewadi, Pune","4 BHK Independent House for sale in Balewadi, Pune",₹3.25 Cr,"Balewadi, Pune","4 BHK Independent House for sale in Pune. This property is in Balewadi, which is a coveted investment location. This tastefully designed 4 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 3.25 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2400 Square feet. It has 3 bathroom and 4 bedrooms. Some of the very well-known and reputed speciality hospitals like Lifepoint Multispecialty .",23.0,46473.91,35000.0,30000.0,46500.0,42.66,39.11,1048.43,30867.86,21.74,21.74,2.0,exact_locality,420000.0,1.2923,2019-Q1,2018-Q4,106.47,105.86,6203.25,1.56,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-537ECF5FA56A,Pune,Pirangut,,,Apartment,1,2,1,,,596,,,8.0,,,,,,0,,2021-05-15,2859000,28.59,4796.98,Calyx Nikunj Navyangan by Calyx Constructions,"1 BHK Flat for sale in Pirangut, Pune",₹28.59 L,"Pirangut, Pune","A 1 BHK Apartment for sale in Pirangut, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Pirangut's most desired properties. Contact now for more information. This 1 BHK unit is on floor 8. There are 13 floors in this property. The price of this Apartment is Rs 28.59 L. Each unit has a built-up area of 596 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near Elite international school, Pawan Gandhi Sinhgad Spring Dale School (English Medium), and Z P School , Pirangut.",9.0,11611.11,12000.0,10000.0,14000.0,15.33,14.12,786.44,2955.69,11.11,22.22,2.0,exact_locality,144000.0,5.0367,2021-Q2,2021-Q1,119.05,119.07,6897.74,1.93,2.84,Stable,83.1,4.27,0.97,3.4
PROP-1D206A4B3AE7,Pune,Parvati Darshan,,,Apartment,2,3,1,,,950,,,2.0,3.0,,,,,0,,2018-08-15,8200000,82.0,8631.58,"Shree Shankaranand Society,Walvekar Nagar, Parvati Darshan,Pune","2 BHK Flat for sale in Parvati Darshan, Pune",₹82.0 L,"Shree Shankaranand Society,Walvekar Nagar, Parvati Darshan,Pune","One of the finest property in Parvati is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 80.0 L. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 950 Square feet. The carpet area is 900 Square feet. There are 2 bedrooms and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Muktangan English School & Junior College, Sinhgad Spring Da.",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,3.3659,2018-Q3,2018-Q2,102.98,102.33,6009.77,1.96,0.0,Declining,73.6,0.0,1.94,0.0
PROP-9E30481DB293,Pune,Agarkar Nagar,,,Apartment,3,3,1,,,1500,,,,,,,,,0,,2019-02-15,14000000,140.0,9333.33,MHADA Agarkar Nagar,"3 BHK Flat for sale in Agarkar Nagar, Pune",₹1.4 Cr,"Agarkar Nagar, Pune","Hospitals , schools, best places to eat , railway station , gymnasium, grocery shops, clubs, are all nearby within 3km range . the best thing about this is that there is a big garden behind the building where there is fresh air , birds , trees and you can sit in the hall and eat and enjoy the nature. Neighbors are also very friendly More About This Property 3 BHK Apartment for sale in Pune. This property is in Agarkar Nagar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 3 BHK pr.",1.0,5500.0,5500.0,5500.0,5500.0,7.75,7.75,710.0,,100.0,0.0,2.0,exact_locality,66000.0,0.4714,2019-Q1,2018-Q4,106.47,105.86,6203.25,1.56,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-C25ED2F7937C,Pune,Somwar Peth,,,Apartment,1,2,1,,600.0,650,,,2.0,,,,,,0,,2021-02-15,5500000,55.0,8461.54,"madina complex,Somwar Peth, Pune","1 BHK Flat for sale in Somwar Peth, Pune",₹55.0 L,"madina complex,Somwar Peth, Pune","Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Somwar Peth. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 2 floors. This Apartment is available at a reasonable price of Rs 55.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 650 Square feet. It is spacious for a family and this property has a carpet area of 600 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Jnana Prabodhin.",2.0,23500.0,23500.0,18250.0,28750.0,30.0,30.0,750.0,14849.24,0.0,50.0,1.0,exact_locality,282000.0,5.1273,2021-Q1,2020-Q4,116.8,116.53,6774.01,2.04,2.51,Stable,82.3,4.05,-1.32,3.2
PROP-9654897846B0,Pune,Bopodi,,,Apartment,1,2,0,,,700,,,2.0,,,,,,0,,2020-11-15,6000000,60.0,8571.43,"Shantinikethan Society,Bopodi, Pune","1 BHK Flat for sale in Bopodi, Pune",₹60.0 L,"Shantinikethan Society,Bopodi, Pune","A 1 BHK Apartment for sale in Bopodi, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Bopodi's most desired properties. Contact now for more information. This 1 BHK unit is on floor 2. There are 4 floors in this property. The price of this Apartment is Rs 60.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 700 Square feet. There are 1 bedroom. This residential property is near Dr Sarvapalli Radhakrishna School, Ramabai Ambedkar Primary School, and Dr Rajendra Prasad School. It is also close to .",1.0,45000.0,45000.0,45000.0,45000.0,33.33,33.33,1350.0,,100.0,0.0,3.0,exact_locality,540000.0,9.0,2020-Q4,2020-Q3,114.46,114.12,6645.23,-0.47,2.43,Stable,83.4,7.61,2.84,5.9
PROP-1487CC1811D4,Pune,Shaniwar Peth,,,Apartment,1,2,1,,,619,,,,,,,,,0,,2019-05-15,7800000,78.0,12600.97,"DSK CHINTAMANI,Shaniwar Peth, Pune","1 BHK Flat for sale in Shaniwar Peth, Pune",₹78.0 L,"DSK CHINTAMANI,Shaniwar Peth, Pune","This is property is in HEART OF THE PUNE on Kelkar road, near Appa Balwant Chowk, Shaniwar Peth. All the major places like Pune Railway Station, Swargate & Shivajinagar Bus stand, Laxmi Road, JM Road are at stones throw away distance. Pune Railway station= 2.6 kms Shivajinagar Bus Stand= 2.8 kms Laxmi Road= 400 mts Balgandharv/JM Road= 600 mts Furgusson College= 2.2 kms Deccan Gymkhana= 2.1 kms Sancheti Hospital= 2.1 kms Ruby Hall Clinic= 3.7 kms Swargate= 3.4 kms also, Medical shops, Veg Shops, School are in the close vicinity Amenities: 27/7 water & electricity supply Lift Car & bike .",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,3.5385,2019-Q2,2019-Q1,108.58,108.13,6319.91,1.98,7.5,Growth,74.4,3.05,1.22,2.2
PROP-F30ABBC96624,Pune,Sadashiv Peth,,,Apartment,4,4,1,,,2700,,,1.0,4.0,,,,,0,,2020-08-15,37500000,375.0,13888.89,Laxmi Prasad Apartment,"4 BHK Flat for sale in Sadashiv Peth, Pune",₹3.75 Cr,"Navi Peth, Sadashiv Peth,Pune","4 BHK Apartment for sale in Pune. This property is in Sadashiv Peth, which is a coveted investment location. This tastefully designed 4 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 3.75 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2700 Square feet. It has 3 bathroom and 4 bedrooms. This property .",1.0,15000.0,15000.0,15000.0,15000.0,26.32,26.32,570.0,,0.0,0.0,1.0,exact_locality,180000.0,0.48,2020-Q3,2020-Q2,115.0,114.63,6674.51,-0.66,4.48,Stable,81.1,6.71,1.76,5.1
PROP-689C00A30632,Pune,Tathawade,,,Apartment,2,3,0,,,979,,,11.0,21.0,,,,,0,,2019-02-15,7300000,73.0,7456.59,"Dzair,Dattwadi, Tathawade,Pune","2 BHK Flat for sale in Tathawade, Pune",₹73.0 L,"Dzair,Dattwadi, Tathawade,Pune","2 BHK Apartment for sale in Pune. This property is in Pimpri Chinchwad, which is a coveted investment location. This tastefully designed 2 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 11. The total number of floors in this Apartment is 21. The price of the Apartment is Rs 73.0 L. Monthly maintenance charges come to Rs 2500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 979 Square feet. .",7.0,25785.71,25000.0,21500.0,31500.0,30.22,32.86,900.57,7347.66,0.0,42.86,2.0,exact_locality,300000.0,4.1096,2019-Q1,2018-Q4,106.47,105.86,6203.25,1.56,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-4803772315A9,Pune,Pimple Saudagar,,,Apartment,3,3,0,1.0,,1438,,,7.0,,,,,,0,,2020-08-15,9500000,95.0,6606.4,"Pimple Saudagar, Pune","3 BHK Flat for sale in Pimple Saudagar, Pune",₹95.0 L,"Pimple Saudagar, Pune","1030 sq.ft Carpet Area New And Ready To Move Flat 2 Floor Covered Car parking area Road Touch Project All amenities including swimming pool More About This Property A 3 BHK Apartment for sale in Pimpri Chinchwad, Pune. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Pimpri Chinchwad's most desired properties. Contact now for more information. This 3 BHK unit is on floor 7. There are 11 floors in this property. The price of this Apartment is Rs 95.0 L. Each unit has a built-up area of 1438 Square feet. The carpet area is .",13.0,28884.62,27000.0,25000.0,35000.0,33.42,32.5,899.69,9314.31,23.08,46.15,2.0,exact_locality,324000.0,3.4105,2020-Q3,2020-Q2,115.0,114.63,6674.51,-0.66,4.48,Stable,81.1,6.71,1.76,5.1
PROP-BFD663AE4D5D,Pune,Bavdhan,,,Apartment,2,3,1,,,945,,,9.0,,,,,East,0,,2019-02-15,6500000,65.0,6878.31,Pebbles Urbania,"2 BHK Flat for sale in Bavdhan, Pune",₹65.0 L,"Siddharth Nagar, Bavdhan,Pune","Looking for a 2 BHK Apartment for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Bavdhan. This is an owner listed property and there is no brokerage involved. It is on floor 9 out of 11 floors. This Apartment is available at a reasonable price of Rs 65.0 L. The built up area of this property is 945 Square feet. This property is East facing. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Gym, Garden, Sports Facility, Swimming Pool, Intercom.",16.0,50656.25,36000.0,28375.0,45250.0,31.87,30.61,1498.25,45780.9,18.75,37.5,3.0,exact_locality,432000.0,6.6462,2019-Q1,2018-Q4,106.47,105.86,6203.25,1.56,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-D0C0A19B1B15,Pune,Hinjewadi Phase 3,,,Apartment,2,2,0,,,635,,,5.0,12.0,,,,West,0,,2021-11-15,5200000,52.0,8188.98,Kohinoor Tinsel County,"2 BHK Flat for sale in Hinjewadi Phase 3, Pune",₹52.0 L,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune","Check out this 2 BHK Apartment for sale in Pimpri Chinchwad, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Pimpri Chinchwad is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 12. This property is a modern-day abode, with 635 Square feet built-up area. The carpet-area is 635 Square feet. It is a West-facing property. The unit has 2 bedrooms and 2 bathroo.",11.0,29545.45,25000.0,25000.0,31000.0,35.16,33.33,853.82,7753.88,45.45,45.45,2.0,exact_locality,300000.0,5.7692,2021-Q4,2021-Q3,124.91,124.88,7220.41,2.64,9.13,Growth,87.2,4.56,1.87,3.8
PROP-BAFCA8BA7060,Pune,Bavdhan,,,Apartment,2,3,1,,,972,,,6.0,11.0,,,,East,0,,2018-08-15,7600000,76.0,7818.93,Pebbles Urbania,"2 BHK Flat for sale in Bavdhan, Pune",₹76.0 L,"Siddharth Nagar, Bavdhan,Pune","Check out this 2 BHK Apartment for sale in Bavdhan, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bavdhan is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 6. The total number of floors in this project is 11. The property's price is Rs 76.0 L. This property is a modern-day abode, with 972 Square feet built-up area. The carpet-area is 720 Square feet. It is a East-facing property. The unit has 2 bedro.",16.0,50656.25,36000.0,28375.0,45250.0,31.87,30.61,1498.25,45780.9,18.75,37.5,3.0,exact_locality,432000.0,5.6842,2018-Q3,2018-Q2,102.98,102.33,6009.77,1.96,0.0,Declining,73.6,0.0,1.94,0.0
PROP-7E7631D90398,Pune,Spine Road,,,Apartment,1,2,0,,,614,,,4.0,4.0,,,,,0,,2022-11-15,3600000,36.0,5863.19,"Om classic,Sector No. 6, Spine Road,Pune","1 BHK Flat for sale in Spine Road, Pune",₹36.0 L,"Om classic,Sector No. 6, Spine Road,Pune","1BHK for resale in Moshi Spine Road, Pimpri Chinchwad, Pune with modern-day amenities. The Apartment is in Pimpri Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Pimpri Chinchwad. The property is on floor 4 and the total number of floors is 4. This 1 BHK Apartment is available at a reasonable price of Rs 36.00 Lac. Residents also need to pay maintenance charges of Rs.800. It is a spacious property, spread over 491 Square feet carpet area. The built-up area is 614Square feet. This property has 1 attached bathro.",2.0,41500.0,41500.0,32250.0,50750.0,23.49,23.49,1850.0,26162.95,0.0,50.0,2.0,exact_locality,498000.0,13.8333,2022-Q4,2022-Q3,140.92,141.75,8097.77,3.15,12.82,Growth,93.1,6.77,1.97,5.9
PROP-3139A2B78A7D,Pune,Shirgaon,,,Apartment,1,2,0,,,415,,,4.0,12.0,,,,,0,,2018-05-15,2500000,25.0,6024.1,Kohinoor Abhimaan Homes,"1 BHK Flat for sale in Shirgaon, Pune",₹25.0 L,"Shirgaon, Pune","Looking for a good 1 BHK Apartment in Shirgaon, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 12. This Apartment is available for Rs 25.0 L. This modern unit has a built-up area of 415 Square feet. It is very close to some of city's best hospitals, such as, Patil hospital and BADE Accident and Multispecialty Hospital. Established schools, such as High Vision English Medium School are also close-by",3.0,17000.0,14000.0,13000.0,19500.0,23.7,23.33,700.0,7000.0,0.0,0.0,2.0,exact_locality,168000.0,6.72,2018-Q2,2018-Q1,101.0,100.5,5900.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-92C7CA059B8B,Pune,Shewalewadi,,,Apartment,2,3,0,,,1100,,,7.0,10.0,,,,,0,,2020-02-15,6500000,65.0,5909.09,Dreams Nandini,"2 BHK Flat for sale in Shewalewadi, Pune",₹65.0 L,"Shewalewadi, Pune","Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Pune's top location, Shewalewadi. It is situated on floor 7. The total number of floors in this Apartment is 10. The property price of this unit is Rs 65.0 L. The built-up area is 1100 Square feet. It is an ideal location for young families with kids, as this property is close to The Lexicon School, The Lexicon School, and The Purple tree school. Healthcare facility is also close at hand with Yog Multispeciality hospital and research centr.",1762.0,32222.55,23000.0,14550.0,35000.0,30.53,28.39,977.06,39456.8,21.11,33.09,2.0,city_fallback,276000.0,4.2462,2020-Q1,2019-Q4,113.94,113.51,6616.22,1.96,7.02,Growth,79.1,7.62,2.06,5.6
PROP-032A66170AF5,Pune,Hadapsar,,,Apartment,1,2,0,,,630,,,1.0,,,,,,0,,2021-02-15,3000000,30.0,4761.9,Binawat Township,"1 BHK Flat for sale in Hadapsar, Pune",₹30.0 L,"Sasane Nagar, Hadapsar,Pune","A 1 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 1 BHK unit is on floor 1. There are 3 floors in this property. The price of this Apartment is Rs 30.0 L. Maintenance charges come to Rs 600. Each unit has a built-up area of 630 Square feet. The carpet area is 580 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near The Lexicon School, Maruti Driving School .",104.0,25679.16,20500.0,12000.0,34000.0,28.13,27.76,862.26,20466.34,20.19,36.54,1.0,exact_locality,246000.0,8.2,2021-Q1,2020-Q4,116.8,116.53,6774.01,2.04,2.51,Stable,82.3,4.05,-1.32,3.2
PROP-D7B607B692A4,Pune,Baner,,,Apartment,3,3,1,1.0,,1998,,,11.0,,,,,,0,,2020-11-15,15000000,150.0,7507.51,"Magnum,Baner, Pune","3 BHK Flat for sale in Baner, Pune",₹1.5 Cr,"Magnum,Baner, Pune","Luxurious 3 bhk flat in baner with covered car parking and gated community All amenities Ultra luxury property More About This Property Looking for a 3 BHK Apartment for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Baner. This is an owner listed property and there is no brokerage involved. It is on floor 11 out of 25 floors. This Apartment is available at a reasonable price of Rs 1.5 Cr. Maintenance charges in this property is Rs 4000. The built up area of this property is 1998 Square feet. It is spacious for a family and this property has a carpet a.",43.0,78827.56,45000.0,35000.0,110000.0,48.45,43.8,1478.72,68790.41,30.23,48.84,3.0,exact_locality,540000.0,3.6,2020-Q4,2020-Q3,114.46,114.12,6645.23,-0.47,2.43,Stable,83.4,7.61,2.84,5.9
PROP-8182E3522144,Pune,Dhayari,,,Apartment,2,3,0,,,998,,,6.0,7.0,,,,,0,,2018-11-15,5900000,59.0,5911.82,Nahar Yash Ganga Residency,"2 BHK Flat for sale in Dhayari, Pune",₹59.0 L,"Mahadev Nagar, Dhayari,Pune","One of the finest property in Dhayari is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 6. It is a 7 storeyed building. The price of this Apartment is Rs 59.0 L. Other charges when you move into this property include maintenance, which is Rs 1000. This Apartment is spacious with a built-up area of 998 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Shiksha Veritas High School, Kid's Castale Preschool, and Kai Vastad Haribhau Dada Pokle Prathm.",11.0,10763.64,9900.0,7000.0,13500.0,18.28,17.5,599.09,5859.57,36.36,9.09,1.0,exact_locality,118800.0,2.0136,2018-Q4,2018-Q3,104.83,104.21,6112.18,1.8,0.0,Declining,74.1,0.0,0.68,0.0
