city,locality,property_type,bhk,baths,has_balcony,area_sqft,price_lakhs,price_inr,price_per_sqft,description_clean,property_name,property_title,price_raw,location_raw
Kolkata,Barasat,Apartment,3,3,1,1200,43.0,4300000.0,3583.33,"3 BHK Apartment for sale in Kolkata. This property is in Barasat, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 2. The total number of floors in this Apartment is 5. The price of the Apartment is Rs 43.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1200 Square feet. The carpet area is 1000 Square feet. This is a.",Fortune Township,"3 BHK Flat for sale in Barasat, Kolkata",₹43.0 L,"Barasat, Kolkata"
Kolkata,Rajarhat,Apartment,2,3,1,1065,37.0,3700000.0,3474.18,"Property for sale in Hatiara, Kolkata. This 2 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 0. The total number of floors in this building is 5. This Apartment's price is Rs 42.0 L. Homebuyers will also need to pay Rs 1 towards maintenance. The built-up area is 1065 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Apollo Gleneagles Hospitals, Apollo Gleneagles Hospitals, and AMRI Hospitals.","Aruna abasan housing complex ,Hatiara, Rajarhat,Kolkata","2 BHK Flat for sale in Rajarhat, Kolkata",₹37.0 L,"Aruna abasan housing complex ,Hatiara, Rajarhat,Kolkata"
Kolkata,Haltu,Apartment,3,3,1,1358,87.0,8700000.0,6406.48,"Property is very well maintained, airy and receives plenty of light. Semi- furnished with three recently bought ACs, Top quality Bed and four-door Almirah, etc. Flat has one covered parking and lift facility. Gated community with 24 hours security, exclusive community hall and gym facility, own water treatment plant . Just 5 minutes walk from Bypass. If you are interested, please call and we can discuss about the discount and other facilities which can be offered More About This Property Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by.","Eden Roma,South Purbachal, Haltu,Kolkata","3 BHK Flat for sale in Haltu, Kolkata",₹87.0 L,"Eden Roma,South Purbachal, Haltu,Kolkata"
Kolkata,Madhyamgram,Independent House,2,2,1,2000,150.0,15000000.0,7500.0,"3 Storied Building 1000 Sqft 1st & 2nd flr marble finish Gr flr Commercial private house at New Barrackpore. More About This Property Property for sale in Madhyamgram, Kolkata. This 2 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.5 Cr. The built-up area is 2000 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Narayana Multispeciality Hospital, Barasa.","Madhyamgram, Kolkata","2 BHK Independent House for sale in Madhyamgram, Kolkata",₹1.5 Cr,"Madhyamgram, Kolkata"
Kolkata,Baranagar,Independent House,3,4,1,2470,75.0,7500000.0,3036.44,"Property for sale in Baranagar, Kolkata. This 3 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 75.0 L. This Independent House is a spacious unit, with carpet area of 1545 Square feet and is ideal for families. The built-up area is 2470 Square feet. The property has 3 bedrooms and 2 bathroom. This unit enjoys a good view and is a South facing property. This Independent House is strategically located within close distance of famous healthcare centres such as Zenith Su.","Ariadaha, Baranagar,Kolkata","3 BHK Independent House for sale in Baranagar, Kolkata",₹75.0 L,"Ariadaha, Baranagar,Kolkata"
Kolkata,Prince Anwar Shah Connector,Apartment,3,3,1,1500,85.0,8500000.0,5666.67,"Features and Benefits:- 1) Very large flat. Comfortable stay with family. 2) The Hall and the Master Bedroom are king-size - very rare these days. 3) South, East and West open. Plenty of air and sunlight. All rooms are very bright. 4) South facing balcony. 5) Lift available. 6) 24 x 7 Kolkata Corporation Water Supply from Garden Reach. 7) Full marble flooring 8) Huge terrace which can be easily accessed and used for various purposes via drying of clothes etc. 9) Low monthly maintenance fees. 10) Two Covered Car Parking Spaces. 11) Both car parks in the front side 12) No waterlogging in our ar.","Naskar Para, Prince Anwar Shah Connector,Kolkata","3 BHK Flat for sale in Prince Anwar Shah Connector, Kolkata",₹85.0 L,"Naskar Para, Prince Anwar Shah Connector,Kolkata"
Kolkata,Paikpara,Independent House,4,4,1,2721,160.0,16000000.0,5880.19,"A 5+ BHK Independent House for sale in Paikpara, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 5+ BHK unit with all the modern-day comforts is one of Paikpara's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.6 Cr. Each unit has a built-up area of 2721 Square feet. There are 5 bedrooms. There is provision for 3 bathroom. This residential property is near Kendriya Vidyalaya, Aditya Academy, and New Model K. G. School. It is also close to Apollo Gleneagles Hospitals, R.G. Kar Medical College and Hospital, and Pee.","Sahid Colony, Paikpara,Kolkata","5+ BHK Independent House for sale in Paikpara, Kolkata",₹1.6 Cr,"Sahid Colony, Paikpara,Kolkata"
Kolkata,Madhyamgram,Independent House,5,4,1,2160,120.0,12000000.0,5555.56,"5 BHK Independent House for sale in Kolkata. This property is in Madhyamgram, which is a coveted investment location. This tastefully designed 5 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 5 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 1.2 Cr. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2160 Square feet. It has 1 bathroom and 5 bedrooms. Some of the very well-known and repute.","Madhyamgram, Kolkata","5 BHK Independent House for sale in Madhyamgram, Kolkata",₹1.2 Cr,"Madhyamgram, Kolkata"
Kolkata,Garia,Independent House,5,4,1,2900,275.0,27500000.0,9482.76,"A 5 BHK Independent House for sale in Garia, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Garia's most desired properties. Contact now for more information. The price of this Independent House is Rs 2.75 Cr. Each unit has a built-up area of 2900 Square feet. The carpet area is 2600 Square feet. There are 5 bedrooms. There is provision for 5 bathroom. This residential property is near Shrishti kala kendra, Garia Tuition, and AIHS-Ambition Institute of Higher Studies. It is also close to Peerless Hospital, IRIS M.","Panchasayar, Garia,Kolkata","5 BHK Independent House for sale in Garia, Kolkata",₹2.75 Cr,"Panchasayar, Garia,Kolkata"
Kolkata,Baguiati,Apartment,2,2,0,750,27.86,2786000.0,3714.67,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Baguiati. It is situated on floor 3. The total number of floors in this Apartment is 5. The property price of this unit is Rs 27.86 L. The built-up area is 750 Square feet. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is South-East-facing. Regular water supply is provided. It is an ideal location for young families with kids, as this property is close to Gurukul Activity Centre PVT LTD, .","Baguiati, Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹27.86 L,"Baguiati, Kolkata"
Kolkata,Garia,Apartment,2,3,1,1001,57.0,5700000.0,5694.31,"2 BHK Apartment for sale in Garia, Kolkata. This 2 BHK unit is available in Garia and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Garia. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 56.0 L. Residents in this project also pay monthly maintenance charges of Rs 2500. The built-up area is 1001 Square feet. There are 2 bedrooms and 2 bathroom. The property is East-facing. This property is at a walking distance from Pee.","Eden Astor Park,Baidyapara, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹57.0 L,"Eden Astor Park,Baidyapara, Garia,Kolkata"
Kolkata,Nayabad,Apartment,3,3,1,1500,60.0,6000000.0,4000.0,"Sarada is a stand alone 4 storey building with a single flat in each floor. Thus all four sides are open. Our flat is on 2nd floor. It is a south facing flat with 3 bedrooms, 3 bathrooms, a living and dining hall, kitchen and verandah. There is one covered parking and an open one as well. The location is about 100metres from old Santoshpur mini bus stand. Nearest metro station is Kabi Subhash (about 2 km away) and nearest railway station is New Garia. More About This Property Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab t.","Sarada 2947,Atghara, Nayabad,Kolkata","3 BHK Flat for sale in Nayabad, Kolkata",₹60.0 L,"Sarada 2947,Atghara, Nayabad,Kolkata"
Kolkata,South Dum Dum,Apartment,2,3,1,890,32.0,3200000.0,3595.51,"2 BHK Apartment for sale in Kolkata. This property is in Dum Dum, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 32.0 L. Monthly maintenance charges come to Rs 800. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 890 Square feet. The.","Sangeeta Appartment ,Golpark, South Dum Dum,Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹32.0 L,"Sangeeta Appartment ,Golpark, South Dum Dum,Kolkata"
Kolkata,Dunlop,Villa,2,3,0,850,110.00000000000001,11000000.000000002,12941.18,"Property for sale in Baranagar, Kolkata. This 2 BHK Villa is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 1.1 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. This Villa is a spacious unit, with carpet area of 650 Square feet and is ideal for families. The built-up area is 850 Square feet. The property has 2 bedrooms and 2 bathroom. This Villa is strategically located within close distance of famous healthcare centres such as Zenith Super Specialist Hospital, Sahid Khudiram Bose Hospita.","Bonhooghly on BT Road, Dunlop,Kolkata","2 BHK Villa for sale in Dunlop, Kolkata",₹1.1 Cr,"Bonhooghly on BT Road, Dunlop,Kolkata"
Kolkata,Tollygunge,Apartment,2,3,1,1100,80.0,8000000.0,7272.73,"2 BHK Apartment for sale in Tollygunge, Kolkata. This 2 BHK unit is available in Tollygunge and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Tollygunge. It is on floor 4. The total number of floors is 4. The price of this Apartment is Rs 80.0 L. Residents in this project also pay monthly maintenance charges of Rs 1400. It is a good, spacious Apartment unit with carpet area of 812 Square feet. The built-up area is 1100 Square feet. There are 2 bedrooms an.","Dronacharya Cooperative Housing Society,Golf Gardens, Tollygunge,Kolkata","2 BHK Flat for sale in Tollygunge, Kolkata",₹80.0 L,"Dronacharya Cooperative Housing Society,Golf Gardens, Tollygunge,Kolkata"
Kolkata,Maniktala,Independent House,2,1,1,7200,511.00000000000006,51100000.00000001,7097.22,"A 2 BHK Independent House for sale in Maniktala, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Maniktala's most desired properties. Contact now for more information. The price of this Independent House is Rs 5.11 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 7200 Square feet. The carpet area is 5400 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Calcutta Municipal Primary School, Scottish Church Primary School, and Scottish Church .","puspa kunj ,Goa Bagan, Maniktala,Kolkata","2 BHK Independent House for sale in Maniktala, Kolkata",₹5.11 Cr,"puspa kunj ,Goa Bagan, Maniktala,Kolkata"
Kolkata,Purba Barisha,Apartment,2,3,1,850,28.5,2850000.0,3352.94,"Check out this 2 BHK Apartment for sale in Purba Barisha, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Purba Barisha is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 30.0 L. Residents in this property pay Rs 1250 towards maintenance. This property is a modern-day abode, with 850 Square feet built-up area. The unit .",James Court,"2 BHK Flat for sale in Purba Barisha, Kolkata",₹28.5 L,"Kumar Park, Purba Barisha,Kolkata"
Kolkata,South Dum Dum,Apartment,2,3,0,1069,50.24,5024000.0,4699.72,"2 BHK Apartment for sale in Satgachi, Kolkata. This 2 BHK unit is available in Satgachi and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Satgachi. It is on floor 2. The total number of floors is 5. The price of this Apartment is Rs 50.24 L. Residents in this project also pay monthly maintenance charges of Rs 500. It is a good, spacious Apartment unit with carpet area of 860 Square feet. The built-up area is 1069 Square feet. There are 2 bedrooms and 2 ba.","Kailash Shanti Kunja,Satgachi, South Dum Dum,Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹50.24 L,"Kailash Shanti Kunja,Satgachi, South Dum Dum,Kolkata"
Kolkata,Thakurpukur,Apartment,2,3,1,817,38.0,3800000.0,4651.16,"Property located on main bus road, very serene and peaceful neighborhood with polite neighbor's, local market and bank's within walking distance. Total of 4 metro stations are available for use from this location (2 under construction and 2 already running) flat is located on 3rd floor. Building has proper maintenance service providers and are available at a call. More About This Property 2 BHK Apartment for sale in Kolkata. This property is in Thakurpukur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid fo.","Prantik, Thakurpukur,Kolkata","2 BHK Flat for sale in Thakurpukur, Kolkata",₹38.0 L,"Prantik, Thakurpukur,Kolkata"
Kolkata,Sonarpur,Apartment,2,3,0,995,31.82,3182000.0,3197.99,"2 BHK Apartment for sale in Sonarpur, Kolkata. This 2 BHK unit is available in Sonarpur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sonarpur. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 31.82 L. Residents in this project also pay monthly maintenance charges of Rs 1248. It is a good, spacious Apartment unit with carpet area of 796 Square feet. The built-up area is 995 Square feet. There are 2 bedrooms and 2 ba.","Gilt Apartments sonarpur future engineering college ,Sonarpur, Kolkata","2 BHK Flat for sale in Sonarpur, Kolkata",₹31.82 L,"Gilt Apartments sonarpur future engineering college ,Sonarpur, Kolkata"
Kolkata,Rajarhat,Apartment,3,4,1,2015,85.0,8500000.0,4218.36,"its a 2015 Duplex apartment nestled away from hustle bustle of city chaos and provides all great facilities like golf, club, restaurant , swimming pool , a great hotel inside a gated community . More About This Property A 3 BHK Apartment for sale in Chandpur, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Chandpur's most desired properties. Contact now for more information. This 3 BHK unit is on floor 1. There are 4 floors in this property. The price of this Apartment is Rs 88.0 L. Maintenance charges come to Rs.",Vedic Village Greentech City,"3 BHK Flat for sale in Rajarhat, Kolkata",₹85.0 L,"Rajarhat, Kolkata"
Kolkata,Dhakuria,Apartment,2,3,1,1200,108.0,10800000.0,9000.0,"One of the finest property in Jodhpur Park is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 5 storeyed building. The price of this Apartment is Rs 1.08 Cr. This Apartment is spacious with a built-up area of 1200 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Delhi Public School (Junior School), Future Foundation School, and Carmel High School. It is also close to good and reputed hospitals like AMRI Hospital Dhakuria, AMRI Hospit.",521 Jodhpur Park,"2 BHK Flat for sale in Dhakuria, Kolkata",₹1.08 Cr,"Dhakuria, Kolkata"
Kolkata,Baranagar,Apartment,2,3,0,896,40.0,4000000.0,4464.29,"A 2 BHK Apartment for sale in Baranagar, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Baranagar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 5 floors in this property. The price of this Apartment is Rs 40.0 L. Maintenance charges come to Rs 1075. Each unit has a built-up area of 896 Square feet. The carpet area is 750 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Kendriya Vidyalaya, NORTHEND MODERN.",Kallol Apartment,"2 BHK Flat for sale in Baranagar, Kolkata",₹40.0 L,"Joyshree, Baranagar,Kolkata"
Kolkata,Tollygunge,Apartment,2,3,1,960,50.0,5000000.0,5208.33,"2 BHK Apartment for sale in Kolkata. This property is in Tollygunge, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 4. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 50.0 L. Monthly maintenance charges come to Rs 1200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 960 Square feet.","Astha mansin,Jubeeli Park, Tollygunge,Kolkata","2 BHK Flat for sale in Tollygunge, Kolkata",₹50.0 L,"Astha mansin,Jubeeli Park, Tollygunge,Kolkata"
Kolkata,Rajarhat,Apartment,3,3,1,1059,40.0,4000000.0,3777.15,"3 BHK Apartment for sale in Gopalpur Gram, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Gopalpur Gram which is a promising investment destination in Kolkata. This might be your chance to grab the best 3 BHK property for sale in Gopalpur Gram. The property is on floor 3 and the total number of floors is 5. This 3 BHK Apartment is available at a reasonable price of Rs 40.0 L. Residents also need to pay maintenance charges of Rs 1688. The built-up area is 1059 Square feet. This property has provision for 2 bathroo.","Gopalpur Mahaluxmi Garden ,Gopalpur Gram, Rajarhat,Kolkata","3 BHK Flat for sale in Rajarhat, Kolkata",₹40.0 L,"Gopalpur Mahaluxmi Garden ,Gopalpur Gram, Rajarhat,Kolkata"
Kolkata,Tangra,Apartment,3,3,1,1450,100.0,10000000.0,6896.55,"A 3 BHK Apartment for sale in Tangra, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Tangra's most desired properties. Contact now for more information. This 3 BHK unit is on floor 3. There are 7 floors in this property. The price of this Apartment is Rs 1.0 Cr. Maintenance charges come to Rs 3300. Each unit has a built-up area of 1450 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Tangra Primary School, Bhutnath Mahamaya Uchcha Balika Vidyalaya, and Asha N.",Ideal Niketan,"3 BHK Flat for sale in Tangra, Kolkata",₹1.0 Cr,"Tangra, Kolkata"
Kolkata,Tangra,Apartment,2,3,0,1115,85.0,8500000.0,7623.32,"We are the proud owners of this 2 bhk apartment available in tangra, e m bypass ideal niketan, block c. Ready to move in and sale, fully furnished. This furnished apartment is a and the unit is located on 6th floor and has a super built-Up area of 1115 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type. The apartment has 2 open parking. More About This Property 2 BHK Apartment for sale in Kolkata. This property is in Tangra, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid f.","Seal Lane, Tangra,Kolkata","2 BHK Flat for sale in Tangra, Kolkata",₹85.0 L,"Seal Lane, Tangra,Kolkata"
Kolkata,Kaikhali,Apartment,3,3,0,994,33.0,3300000.0,3319.92,"3 BHK Apartment for sale in Kaikhali, Kolkata. This 3 BHK unit is available in Kaikhali and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kaikhali. It is on floor 4. The total number of floors is 4. The price of this Apartment is Rs 33.0 L. Residents in this project also pay monthly maintenance charges of Rs 2000. It is a good, spacious Apartment unit with carpet area of 600 Square feet. The built-up area is 994 Square feet. There are 3 bedrooms and 2 bat.",Esser Residency,"3 BHK Flat for sale in Kaikhali, Kolkata",₹33.0 L,"Kaikhali, Kolkata"
Kolkata,Agarpara,Apartment,2,3,1,982,26.0,2600000.0,2647.66,"2 BHK Apartment for sale in Agarpara, Kolkata. This 2 BHK unit is available in Agarpara and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. This property is in Sajya Apartment. It is a desired purchase for any homebuyer in Agarpara. It is on floor 1. The total number of floors is 3. The price of this Apartment is Rs 26.0 L. Residents in this project also pay monthly maintenance charges of Rs 500. The built-up area is 982 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking di.","Sajjya Appartment,Tara Pukur South, Agarpara,Kolkata","2 BHK Flat for sale in Agarpara, Kolkata",₹26.0 L,"Sajjya Appartment,Tara Pukur South, Agarpara,Kolkata"
Kolkata,Tollygunge,Apartment,2,3,0,935,58.5,5850000.0,6256.68,"Check out this 2 BHK Apartment for sale in Tollygunge, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tollygunge is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 58.5 L. Residents in this property pay Rs 1270 towards maintenance. This property is a modern-day abode, with 935 Square feet built-up area. The unit has 2 .","Tolly Manor 230 N S C Bose Road,Jubeeli Park, Tollygunge,Kolkata","2 BHK Flat for sale in Tollygunge, Kolkata",₹58.5 L,"Tolly Manor 230 N S C Bose Road,Jubeeli Park, Tollygunge,Kolkata"
Kolkata,Gariahat,Apartment,3,4,1,2400,183.0,18300000.0,7625.0,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Kolkata's top location, Gariahat. 9/6 is a popular landmark and this property is very strategically located in Kolkata city. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 1.83 Cr. The carpet area of this unit is 1950 Square feet. The built-up area is 2400 Square feet. There are 3 bedrooms and 2 bathroom. This property enjoys a good view and is West-facing. This is a gate.","Ballygunge Gardens, Gariahat,Kolkata","3 BHK Flat for sale in Gariahat, Kolkata",₹1.83 Cr,"Ballygunge Gardens, Gariahat,Kolkata"
Kolkata,Jodhpur Park,Apartment,3,3,0,1000,40.0,4000000.0,4000.0,"3 BHK Apartment for sale in Jodhpur Park, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Jodhpur Park which is a promising investment destination in Kolkata. This might be your chance to grab the best 3 BHK property for sale in Jodhpur Park. The property is on floor 4 and the total number of floors is 5. This 3 BHK Apartment is available at a reasonable price of Rs 40.0 L. Residents also need to pay maintenance charges of Rs 800. The built-up area is 1000 Square feet. This property has provision for 2 bathroom. I.","Lalkella Building ,Jodhpur Park, Kolkata","3 BHK Flat for sale in Jodhpur Park, Kolkata",₹40.0 L,"Lalkella Building ,Jodhpur Park, Kolkata"
Kolkata,Garia,Apartment,2,4,1,800,27.0,2700000.0,3375.0,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Garia. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 28.5 L. Maintenance charges in this property is Rs 300. The built up area of this property is 800 Square feet. It is spacious for a family and this property has a carpet area of 780 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as B D M Intern.","Baidyapara, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹27.0 L,"Baidyapara, Garia,Kolkata"
Kolkata,Baguiati,Independent House,2,3,0,900,35.5,3550000.0,3944.44,"Close to charnock and spandan hospital Close to airport Close to national English school Close to pubs and restaurant Close to city center 2 mall More About This Property One of the finest property in Baguiati is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 35.5 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 900 Square feet. It is a South-West-facing property with a good view. There are 2 bedroo.","Raghunathpur, Baguiati,Kolkata","2 BHK Independent House for sale in Baguiati, Kolkata",₹35.5 L,"Raghunathpur, Baguiati,Kolkata"
Kolkata,Haltu,Apartment,3,3,0,1065,62.0,6200000.0,5821.6,"One of the finest property in Haltu is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 4 storeyed building. The price of this Apartment is Rs 62.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 1065 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Sahid Smriti Sangha, Delhi Public School Ruby Park Kolkata Senior School, and Country Club Hospi.",Srishti Apartment,"3 BHK Flat for sale in Haltu, Kolkata",₹62.0 L,"Purbachal, Haltu,Kolkata"
Kolkata,Nagerbazar,Apartment,2,3,0,932,29.0,2900000.0,3111.59,"A 2 BHK Apartment for sale in Kamardanga, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Kamardanga's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 5 floors in this property. The price of this Apartment is Rs 29.0 L. Each unit has a built-up area of 932 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Gurukul Activity Centre PVT LTD, Aditya Academy, and North Point Day School. It is also close to Apollo Gl.","Parul Bhawan,Nagerbazar, Kolkata","2 BHK Flat for sale in Nagerbazar, Kolkata",₹29.0 L,"Parul Bhawan,Nagerbazar, Kolkata"
Kolkata,Dum Dum Park,Apartment,3,3,1,1495,65.0,6500000.0,4347.83,"3 BHK Apartment for sale in Dum Dum, Kolkata. This 3 BHK unit is available in Dum Dum and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Dum Dum. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 65.0 L. Residents in this project also pay monthly maintenance charges of Rs 1000. It is a good, spacious Apartment unit with carpet area of 1100 Square feet. The built-up area is 1495 Square feet. There are 3 bedrooms and 2 bath.","Grihasree Appartment ,Dum Dum Park, Kolkata","3 BHK Flat for sale in Dum Dum Park, Kolkata",₹65.0 L,"Grihasree Appartment ,Dum Dum Park, Kolkata"
Kolkata,Dum Dum Cantonment,Apartment,2,2,0,720,22.0,2200000.0,3055.56,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Dum Dum Cantonment. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 4 floors. This Apartment is available at a reasonable price of Rs 22.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 720 Square feet. It is spacious for a family and this property has a carpet area of 600 Square feet. This property is North-East facing. There are 2 bedrooms and 2 bathroom. There are a number of reput.","Rajbari, Dum Dum Cantonment,Kolkata","2 BHK Flat for sale in Dum Dum Cantonment, Kolkata",₹22.0 L,"Rajbari, Dum Dum Cantonment,Kolkata"
Kolkata,Garia,Apartment,3,3,1,875,30.0,3000000.0,3428.57,"One of the finest property in Garia is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 4 storeyed building. The price of this Apartment is Rs 30.0 L. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 875 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Foundation School, Kalma Bandulaharhighschool, and Akash Institutions Garia. It is also close to g.","Aikatan,Fartabad, Garia,Kolkata","3 BHK Flat for sale in Garia, Kolkata",₹30.0 L,"Aikatan,Fartabad, Garia,Kolkata"
Kolkata,Sodepur,Independent House,3,3,0,1325,62.0,6200000.0,4679.25,"Looking for a good 3 BHK Independent House in Sodepur, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This modern unit has a built-up area of 1325 Square feet. This property has a good view and is South-West-facing. There are 3 bedrooms and 1 bathroom. Sports enthusiasts have multiple options such as Garden. This property also enjoys power backup facility. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Metropolitan Homoeopathic Medical College & H.","Amarabati, Sodepur,Kolkata","3 BHK Independent House for sale in Sodepur, Kolkata",₹62.0 L,"Amarabati, Sodepur,Kolkata"
